ensembl,gene_name,uniprot
ENSG00000176281,OR4K5,Q8NGD3
ENSG00000169488,OR4K15,Q8NH41
ENSG00000176246,OR4L1,Q8NH43
ENSG00000176294,OR4N2,Q8NGD1
ENSG00000184394,OR4N5,Q8IXE1
ENSG00000176299,OR4M1,Q8NGD0
ENSG00000176555,OR4S1,Q8NGB4
ENSG00000174982,OR4S2,Q8NH73
ENSG00000172208,OR4X2,Q8NGF9
ENSG00000172365,OR5B2,Q96R09
ENSG00000279761,OR5D13,Q8NGL4
ENSG00000205029,OR5D16,Q8NGK9
ENSG00000149133,OR5F1,O95221
ENSG00000197938,OR5H2,Q8NGV7
ENSG00000178586,OR6B3,Q8NGW1
ENSG00000169214,OR6F1,Q8NGZ6
ENSG00000196171,OR6K2,Q8NGY2
ENSG00000197403,OR6N1,Q8NGY5
ENSG00000279051,OR6Q1,Q8NGQ2
ENSG00000221931,OR6X1,Q8NH79
ENSG00000188269,OR7A5,Q15622
ENSG00000255298,OR8G5,Q8NG78
ENSG00000181767,OR8H2,Q8N162
ENSG00000181761,OR8H3,Q8N146
ENSG00000172154,OR8I2,Q8N0Y5
ENSG00000262755,OR8K3,Q8NH51
ENSG00000280314,OR8K3,Q8NH51
ENSG00000284723,OR8S1,Q8NH09
ENSG00000258083,OR9A4,Q8NGU2
ENSG00000174914,OR9G1,Q8NH87
ENSG00000170605,OR9K2,Q8NGE7
ENSG00000186513,OR9Q2,Q8NGE9
ENSG00000145623,OSMR,Q99650
ENSG00000186198,SLC51B,Q86UW2
ENSG00000182447,OTOL1,A6NHN0
ENSG00000188710,QRFP,P83859
ENSG00000091972,CD200,P41217
ENSG00000165621,OXGR1,Q96P68
ENSG00000166363,OR10A5,Q9H207
ENSG00000174970,OR10AG1,Q8NH19
ENSG00000229412,OR10C1,Q96KK4
ENSG00000204689,OR10C1,Q96KK4
ENSG00000224234,OR10C1,Q96KK4
ENSG00000206474,OR10C1,Q96KK4
ENSG00000230505,OR10C1,Q96KK4
ENSG00000232397,OR10C1,Q96KK4
ENSG00000182634,OR10G7,Q8NGN6
ENSG00000196266,OR10J3,Q5JRS4
ENSG00000184155,OR10J5,Q8NHC4
ENSG00000180708,OR10K2,Q6IF99
ENSG00000180475,OR10Q1,Q8NGQ4
ENSG00000196248,OR10S1,Q8NGN2
ENSG00000279111,OR10X1,Q8NGY0
ENSG00000130538,OR11H1,Q8NG94
ENSG00000197591,OR11L1,Q8NGX0
ENSG00000257115,OR11H12,B2RN74
ENSG00000204690,OR12D2,P58182
ENSG00000233481,OR12D2,P58182
ENSG00000235966,OR12D2,P58182
ENSG00000280236,OR12D2,P58182
ENSG00000241128,OR14A2,Q96R54
ENSG00000177174,OR14C36,Q8NHC7
ENSG00000174957,OR5J2,Q8NH18
ENSG00000231861,OR5K2,Q8NHB8
ENSG00000174937,OR5M3,Q8NGP4
ENSG00000254834,OR5M10,Q6IEU7
ENSG00000183303,OR5P2,Q8WZ92
ENSG00000276025,OR5P2,Q8WZ92
ENSG00000280931,OR5P2,Q8WZ92
ENSG00000172489,OR5T3,Q8NGG3
ENSG00000261897,OR5T3,Q8NGG3
ENSG00000196099,OR6M1,Q8NGM8
ENSG00000188340,OR6N2,Q8NGY6
ENSG00000181803,OR6S1,Q8NH40
ENSG00000181499,OR6T1,Q8NGN1
ENSG00000225781,OR6V1,Q8N148
ENSG00000277378,OR6V1,Q8N148
ENSG00000185385,OR7A17,O14581
ENSG00000174667,OR7D4,Q8NG98
ENSG00000170923,OR7G2,Q8NG99
ENSG00000196119,OR8A1,Q8NGG7
ENSG00000170953,OR8B12,Q8NGG6
ENSG00000279116,OR8D2,Q9GZM6
ENSG00000197849,OR8G1,Q15617
ENSG00000172487,OR8J1,Q8NGP2
ENSG00000262796,OR8J1,Q8NGP2
ENSG00000116885,OSCP1,Q8WVF1
ENSG00000115155,OTOF,Q9HC10
ENSG00000188162,OTOG,Q6ZRI0
ENSG00000163982,OTOP1,Q7RTM1
ENSG00000167543,TP53I13,Q8NBR0
ENSG00000170890,PLA2G1B,P04054
ENSG00000117215,PLA2G2D,Q9UNK4
ENSG00000158786,PLA2G2F,Q9BZM2
ENSG00000069764,PLA2G10,O15496
ENSG00000276870,PLA2G10,O15496
ENSG00000146070,PLA2G7,Q13093
ENSG00000145248,SLC10A4,Q96EP9
ENSG00000182667,NTM,Q9P121
ENSG00000148053,NTRK2,Q16620
ENSG00000188937,NYX,Q9GZU5
ENSG00000170683,OR10A3,P58181
ENSG00000273953,OR10A3,P58181
ENSG00000281680,OR10A3,P58181
ENSG00000170782,OR10A4,Q9H209
ENSG00000276451,OR10A6,Q8NH74
ENSG00000279000,OR10A6,Q8NH74
ENSG00000280899,OR10A6,Q8NH74
ENSG00000197309,OR10D3,Q8NH80
ENSG00000186723,OR10H1,Q9Y4A9
ENSG00000196184,OR10J1,P30954
ENSG00000198965,OR10R2,Q8NGX6
ENSG00000172289,OR10V1,Q8NGI7
ENSG00000176219,OR11H6,Q8NGC7
ENSG00000204692,OR12D3,Q9UGF7
ENSG00000112462,OR12D3,Q9UGF7
ENSG00000224487,OR12D3,Q9UGF7
ENSG00000242022,OR12D3,Q9UGF7
ENSG00000276119,OR13C2,Q8NGS9
ENSG00000204246,OR13C3,Q8NGS6
ENSG00000179055,OR13D1,Q8NGV5
ENSG00000171054,OR13H1,Q8NG92
ENSG00000196772,OR14A16,Q8NHC5
ENSG00000189181,OR14I1,A6ND48
ENSG00000221858,OR2A12,Q8NGT7
ENSG00000221938,OR2A14,Q96R47
ENSG00000171561,OR2AT4,A6NND4
ENSG00000183310,OR2T34,Q8NGX1
ENSG00000181958,OR4A15,Q8NGL6
ENSG00000176695,OR4F17,Q8NGA8
ENSG00000205496,OR51A2,Q8NGJ7
ENSG00000278870,OR51G1,Q8NGK1
ENSG00000176904,OR51H1,Q8NH63
ENSG00000187918,OR51I2,Q9H344
ENSG00000176798,OR51L1,Q8NGJ5
ENSG00000167360,OR51Q1,Q8NH59
ENSG00000176900,OR51T1,Q8NGJ9
ENSG00000182070,OR52A1,Q9UKL2
ENSG00000255307,OR52B2,Q96RD2
ENSG00000205409,OR52E6,Q96RD3
ENSG00000205495,OR52J3,Q8NH60
ENSG00000181963,OR52K2,Q8NGK3
ENSG00000175485,OR52W1,Q6IF63
ENSG00000184478,OR56A3,Q8NH54
ENSG00000188691,OR56A5,P0C7T3
ENSG00000180919,OR56B4,Q8NH76
ENSG00000176495,OR5AN1,Q8NGI8
ENSG00000172459,OR5AR1,Q8NGP9
ENSG00000181785,OR5AS1,Q8N127
ENSG00000169327,OR5AU1,Q8NGC0
ENSG00000197938,OR5H2,A6NDH6
ENSG00000197706,OR6C74,A6NCV1
ENSG00000185821,OR6C76,A6NM76
ENSG00000171102,OBP2B,Q9NPH6
ENSG00000280584,OBP2B,Q9NPH6
ENSG00000183801,OLFML1,Q6UWY5
ENSG00000102837,OLFM4,Q6UX06
ENSG00000127083,OMD,Q99983
ENSG00000126861,OMG,P23515
ENSG00000125510,OPRL1,P41146
ENSG00000188770,OPTC,Q9UBM4
ENSG00000196341,OR8D1,Q8WZ84
ENSG00000181518,OR8D4,Q8NGM9
ENSG00000181693,OR8H1,Q8NGG4
ENSG00000262611,OR8H1,Q8NGG4
ENSG00000172377,OR9I1,Q8NGQ6
ENSG00000095110,NXPE1,Q8N323
ENSG00000122584,NXPH1,P58417
ENSG00000182575,NXPH3,O95157
ENSG00000170790,OR10A2,Q9H208
ENSG00000179919,OR10A7,Q8NGE5
ENSG00000255582,OR10G2,Q8NGC3
ENSG00000254737,OR10G4,Q8NGN3
ENSG00000234560,OR10G8,Q8NGN5
ENSG00000171936,OR10H3,O60404
ENSG00000176231,OR10H4,Q8NGA5
ENSG00000173285,OR10K1,Q8NGX5
ENSG00000175398,OR10P1,Q8NGE3
ENSG00000186306,OR10T2,Q8NGX3
ENSG00000172772,OR10W1,Q8NGF6
ENSG00000198967,OR10Z1,Q8NGY1
ENSG00000196832,OR11G2,Q8NGC1
ENSG00000258453,OR11H2,Q8NH07
ENSG00000109205,ODAM,A1E959
ENSG00000147162,OGT,O15294
ENSG00000099985,OSM,P13725
ENSG00000122375,OPN4,Q9UHM6
ENSG00000116329,OPRD1,P41143
ENSG00000269433,OPN1MW3,P0DN78
ENSG00000165204,OR1K1,Q8NGR3
ENSG00000171496,OR1L8,Q8NGR8
ENSG00000196242,OR2C3,Q8N628
ENSG00000213215,OR2F1,Q13607
ENSG00000188558,OR2G6,Q5TZ20
ENSG00000206512,OR2H2,O95918
ENSG00000206467,OR2H2,O95918
ENSG00000204657,OR2H2,O95918
ENSG00000229680,OR2H2,O95918
ENSG00000229185,OR2H2,O95918
ENSG00000224319,OR2H2,O95918
ENSG00000227044,OR2H2,O95918
ENSG00000196231,OR2J2,O76002
ENSG00000204700,OR2J2,O76002
ENSG00000231676,OR2J2,O76002
ENSG00000226000,OR2J2,O76002
ENSG00000232945,OR2J2,O76002
ENSG00000234746,OR2J2,O76002
ENSG00000225550,OR2J2,O76002
ENSG00000226347,OR2J2,O76002
ENSG00000198128,OR2L3,Q8NG85
ENSG00000196071,OR2L13,Q8N349
ENSG00000162727,OR2M5,A3KFT3
ENSG00000278889,OR2S2,Q9NQN1
ENSG00000196539,OR2T3,Q8NH03
ENSG00000277113,OR2T3,Q8NH03
ENSG00000278377,OR2T3,Q8NH03
ENSG00000198104,OR2T6,Q8NHC8
ENSG00000278659,OR2T6,Q8NHC8
ENSG00000278689,OR2T6,Q8NHC8
ENSG00000182613,OR2V2,Q96R30
ENSG00000238243,OR2W3,Q7Z3T1
ENSG00000159961,OR3A3,P47888
ENSG00000221840,OR4A5,Q8NH83
ENSG00000167825,OR5I1,Q13606
ENSG00000206536,OR5K3,A6NET4
ENSG00000279395,OR5L1,Q8NGL2
ENSG00000205030,OR5L2,Q8NGL0
ENSG00000181371,OR5M8,Q8NGP6
ENSG00000255223,OR5M11,Q96RB7
ENSG00000184933,OR6A2,O95222
ENSG00000221813,OR6B1,O95007
ENSG00000205330,OR6C1,Q96RD1
ENSG00000180433,OR6K6,Q8NGW6
ENSG00000186440,OR6P1,Q8NGX9
ENSG00000197532,OR6Y1,Q8NGX8
ENSG00000127530,OR7C1,O76099
ENSG00000127529,OR7C2,O60412
ENSG00000188000,OR7D2,Q96RA2
ENSG00000161807,OR7G1,Q8NGA0
ENSG00000170920,OR7G3,Q8NG95
ENSG00000284680,OR8B2,Q96RD0
ENSG00000197125,OR8B8,Q15620
ENSG00000079156,OSBPL6,Q9BZF3
ENSG00000006025,OSBPL7,Q9BZF2
ENSG00000178602,OTOS,Q8NHW6
ENSG00000162881,OXER1,Q8TDS5
ENSG00000187848,P2RX2,Q9UBL9
ENSG00000117385,P3H1,Q32P28
ENSG00000103056,SMPD3,Q9NY59
ENSG00000165802,NSMF,Q6X4W1
ENSG00000196358,NTNG2,Q96CW9
ENSG00000101188,NTSR1,P30989
ENSG00000137634,NXPE4,Q6UWF7
ENSG00000186943,OR13C8,Q8NGS7
ENSG00000186881,OR13F1,Q8NGS4
ENSG00000112459,OR14J1,Q9UGF5
ENSG00000204695,OR14J1,Q9UGF5
ENSG00000236927,OR14J1,Q9UGF5
ENSG00000234195,OR14J1,Q9UGF5
ENSG00000225291,OR14J1,Q9UGF5
ENSG00000234100,OR14J1,Q9UGF5
ENSG00000237777,OR14J1,Q9UGF5
ENSG00000244623,OR2AE1,Q8NHA4
ENSG00000279486,OR2AG1,Q9H205
ENSG00000177275,OR2AJ1,Q8NGZ0
ENSG00000187080,OR2AK2,Q8NG84
ENSG00000177151,OR2T35,Q8NGX2
ENSG00000205497,OR51A4,Q8NGJ6
ENSG00000280021,OR51F1,A6NGY5
ENSG00000167359,OR51I1,Q9H343
ENSG00000184698,OR51M1,Q9H341
ENSG00000176742,OR51V1,Q9H2C8
ENSG00000171944,OR52A5,Q9H2C5
ENSG00000221996,OR52B4,Q8NGK2
ENSG00000176787,OR52E2,Q8NGJ4
ENSG00000277932,OR52E5,Q8NH55
ENSG00000183269,OR52E8,Q6IFG1
ENSG00000181616,OR52H1,Q8NGJ2
ENSG00000232268,OR52I1,Q8NGK6
ENSG00000226288,OR52I2,Q8NH67
ENSG00000196778,OR52K1,Q8NGK4
ENSG00000183313,OR52L1,Q8NGH7
ENSG00000181001,OR52N1,Q8NH53
ENSG00000180988,OR52N2,Q8NGI0
ENSG00000181009,OR52N5,Q8NH56
ENSG00000184954,OR6C70,A6NIJ9
ENSG00000165194,PCDH19,Q8TAB3
ENSG00000197410,DCHS2,Q6V1P9
ENSG00000284227,DCHS2,Q6V1P9
ENSG00000081842,PCDHA6,Q9UN73
ENSG00000204962,PCDHA8,Q9Y5H6
ENSG00000204961,PCDHA9,Q9Y5H5
ENSG00000239389,PCDHA13,Q9Y5I0
ENSG00000113248,PCDHB15,Q9Y5E8
ENSG00000253537,PCDHGA7,Q9Y5G6
ENSG00000261934,PCDHGA9,Q9Y5G4
ENSG00000253846,PCDHGA10,Q9Y5H3
ENSG00000253159,PCDHGA12,O60330
ENSG00000253953,PCDHGB4,Q9UN71
ENSG00000253305,PCDHGB6,Q9Y5F9
ENSG00000240184,PCDHGC3,Q9UN70
ENSG00000156453,PCDH1,Q08174
ENSG00000136099,PCDH8,O95206
ENSG00000120217,CD274,Q9NZQ7
ENSG00000065989,PDE4A,P27815
ENSG00000113448,PDE4D,Q08499
ENSG00000163110,PDLIM5,Q96HC4
ENSG00000114631,PODXL2,Q9NZ53
ENSG00000171522,PTGER4,P35408
ENSG00000112378,PERP,Q96FX8
ENSG00000161031,PGLYRP2,Q96PD5
ENSG00000159527,PGLYRP3,Q96LB9
ENSG00000182492,BGN,P21810
ENSG00000076641,PAG1,Q9NWQ8
ENSG00000170962,PDGFD,Q9GZP0
ENSG00000185624,P4HB,P07237
ENSG00000123739,PLA2G12A,Q9BZM1
ENSG00000101856,PGRMC1,O00264
ENSG00000112293,GPLD1,P80108
ENSG00000081913,PHLPP1,O60346
ENSG00000160013,PTGIR,P43119
ENSG00000141506,PIK3R5,Q8WYR1
ENSG00000276231,PIK3R6,Q5UE93
ENSG00000241973,PI4KA,P42356
ENSG00000143398,PIP5K1A,Q99755
ENSG00000103335,PIEZO1,Q92508
ENSG00000234465,PINLYP,A6NC86
ENSG00000102290,PCDH11X,Q9BZA7
ENSG00000138650,PCDH10,Q9P2E7
ENSG00000280165,PCDH20,Q8N6Y1
ENSG00000204970,PCDHA1,Q9Y5I3
ENSG00000204969,PCDHA2,Q9Y5H9
ENSG00000255408,PCDHA3,Q9Y5H8
ENSG00000204967,PCDHA4,Q9UN74
ENSG00000250120,PCDHA10,Q9Y5I2
ENSG00000081818,PCDHB4,Q9Y5E5
ENSG00000248383,PCDHAC1,Q9H158
ENSG00000243232,PCDHAC2,Q9Y5I4
ENSG00000204956,PCDHGA1,Q9Y5H4
ENSG00000254245,PCDHGA3,Q9Y5H0
ENSG00000253485,PCDHGA5,Q9Y5G8
ENSG00000253767,PCDHGA8,Q9Y5G5
ENSG00000253873,PCDHGA11,Q9Y5H2
ENSG00000254221,PCDHGB1,Q9Y5G3
ENSG00000253910,PCDHGB2,Q9Y5G2
ENSG00000262209,PCDHGB3,Q9Y5G1
ENSG00000242419,PCDHGC4,Q9Y5F7
ENSG00000240764,PCDHGC5,Q9Y5F6
ENSG00000169851,PCDH7,O60245
ENSG00000184226,PCDH9,Q9HC56
ENSG00000102109,PCSK1N,Q9UHG2
ENSG00000099139,PCSK5,Q92824
ENSG00000140479,PCSK6,P29122
ENSG00000169174,PCSK9,Q8NBP7
ENSG00000114209,PDCD10,Q9BUL8
ENSG00000140992,PDPK1,O15530
ENSG00000101327,PDYN,P01213
ENSG00000187800,PEAR1,Q5VY43
ENSG00000109272,PF4V1,P10720
ENSG00000163218,PGLYRP4,Q96LB8
ENSG00000121716,PILRB,Q9UKJ0
ENSG00000159763,PIP,P12273
ENSG00000118762,PKD2,Q13563
ENSG00000107679,PLEKHA1,Q9HB21
ENSG00000123143,PKN1,Q16512
ENSG00000167676,PLIN4,Q96Q06
ENSG00000188313,PLSCR1,O15162
ENSG00000122420,PTGFR,P43088
ENSG00000113721,PDGFRB,P09619
ENSG00000164040,PGRMC2,O15173
ENSG00000008438,PGLYRP1,O75594
ENSG00000011465,DCN,P07585
ENSG00000164530,PI16,Q6UXB8
ENSG00000162896,PIGR,P01833
ENSG00000163737,PF4,P02776
ENSG00000241360,PDXP,Q96GD0
ENSG00000107020,PLGRKT,Q9HBL7
ENSG00000130827,PLXNA3,P51805
ENSG00000107593,PKD2L1,Q9P0L9
ENSG00000171680,PLEKHG5,O94827
ENSG00000138193,PLCE1,Q9P212
ENSG00000119630,PGF,P49763
ENSG00000100979,PLTP,P55058
ENSG00000221866,PLXNA4,Q9HCM2
ENSG00000164050,PLXNB1,O43157
ENSG00000133401,PDZD2,O15018
ENSG00000229859,PGA3,P0DJD8
ENSG00000096088,PGC,P20142
ENSG00000118898,PPL,O60437
ENSG00000138308,PLA2G12B,Q9BX93
ENSG00000132692,BCAN,Q96GW7
ENSG00000134853,PDGFRA,P16234
ENSG00000198961,PJA2,O43164
ENSG00000158683,PKD1L1,Q8TDX9
ENSG00000008710,PKD1,P98161
ENSG00000162878,PKDCC,Q504Y2
ENSG00000101292,PROKR2,Q8NFJ6
ENSG00000163803,PLB1,Q6P1J6
ENSG00000137558,PI15,O43692
ENSG00000100151,PICK1,Q9NRD5
ENSG00000085514,PILRA,Q9UKJ1
ENSG00000137193,PIM1,P11309
ENSG00000277481,PKD1L3,Q7Z443
ENSG00000105851,PIK3CG,P48736
ENSG00000152527,PLEKHH2,Q8IVE3
ENSG00000205038,PKHD1L1,Q86WI1
ENSG00000187583,PLEKHN1,Q494U1
ENSG00000144283,PKP4,Q99569
ENSG00000169618,PROKR1,Q8TCW9
ENSG00000144837,PLA1A,Q53H76
ENSG00000153246,PLA2R1,Q13018
ENSG00000170965,PLAC1,Q9HBJ0
ENSG00000189129,PLAC9,Q5JTB6
ENSG00000161381,PLXDC1,Q8IUK5
ENSG00000100558,PLEK2,Q9NYT0
ENSG00000183281,PLGLB1,Q02325
ENSG00000125551,PLGLB2,Q02325
ENSG00000177666,PNPLA2,Q96AD5
ENSG00000136167,LCP1,P13796
ENSG00000083535,PIBF1,Q8WXW3
ENSG00000023902,PLEKHO1,Q53GL0
ENSG00000149527,PLCH2,O75038
ENSG00000276429,PLCH2,O75038
ENSG00000117598,PLPPR5,Q32ZL2
ENSG00000114554,PLXNA1,Q9UIW2
ENSG00000196576,PLXNB2,O15031
ENSG00000198753,PLXNB3,Q9ULL4
ENSG00000004399,PLXND1,Q9Y4D7
ENSG00000105852,PON3,Q15166
ENSG00000132000,PODNL1,Q6PEZ8
ENSG00000188771,PLET1,Q6UQ28
ENSG00000122194,PLG,P00747
ENSG00000067113,PLPP1,O14494
ENSG00000109099,PMP22,Q01453
ENSG00000166351,POTED,Q86YR6
ENSG00000163283,ALPP,P05187
ENSG00000121577,POPDC2,Q9HBU9
ENSG00000138814,PPP3CA,Q08209
ENSG00000163286,ALPPL2,P10696
ENSG00000144746,ARL6IP5,O75915
ENSG00000172179,PRL,P01236
ENSG00000143125,PROK1,P58294
ENSG00000184500,PROS1,P07225
ENSG00000172382,PRSS27,Q9BQR3
ENSG00000166450,PRTG,Q2VWP7
ENSG00000231924,PSG1,P11464
ENSG00000170848,PSG6,Q00889
ENSG00000183668,PSG9,Q00887
ENSG00000162407,PLPP3,O14495
ENSG00000130300,PLVAP,Q9BX97
ENSG00000076356,PLXNA2,O75051
ENSG00000160972,PPP1R16A,Q96I34
ENSG00000014257,ACPP,P15309
ENSG00000011485,PPP5C,P53041
ENSG00000123131,PRDX4,Q13162
ENSG00000113494,PRLR,P16471
ENSG00000171867,PRNP,P04156
ENSG00000119973,PRLHR,P49683
ENSG00000115718,PROC,P04070
ENSG00000150867,PIP4K2A,P48426
ENSG00000277292,PIP4K2B,P78356
ENSG00000276293,PIP4K2B,P78356
ENSG00000186111,PIP5K1C,O60331
ENSG00000225973,PIGBOS1,A0A0B4J2F0
ENSG00000170927,PKHD1,P08F94
ENSG00000185664,PMEL,P40967
ENSG00000174348,PODN,Q7Z5L7
ENSG00000178226,PRSS36,Q5K4E3
ENSG00000112276,BVES,Q8NE79
ENSG00000196262,PPIA,P62937
ENSG00000116218,NPHS2,Q9NP85
ENSG00000128567,PODXL,O00592
ENSG00000100767,PAPLN,O95428
ENSG00000005421,PON1,P27169
ENSG00000162551,ALPL,P05186
ENSG00000185686,PRAME,P78395
ENSG00000275013,PRAME,P78395
ENSG00000105227,PRX,Q9BXM0
ENSG00000188783,PRELP,P51888
ENSG00000126759,CFP,P27918
ENSG00000071677,PRLH,P81277
ENSG00000150687,PRSS23,O95084
ENSG00000103355,PRSS33,Q8NF86
ENSG00000165076,PRSS37,A4D1T9
ENSG00000185888,PRSS38,A1L453
ENSG00000151006,PRSS53,Q2L4Q9
ENSG00000131238,PPT1,P50897
ENSG00000124126,PREX1,Q8TCU6
ENSG00000116690,PRG4,Q92954
ENSG00000171199,OPRPN,Q99935
ENSG00000007062,PROM1,O43490
ENSG00000126231,PROZ,P22891
ENSG00000103023,PRSS54,Q6PEW0
ENSG00000168081,PNOC,Q13519
ENSG00000133110,POSTN,Q15063
ENSG00000101445,PPP1R16B,Q96T49
ENSG00000163295,ALPI,P09923
ENSG00000175785,PRIMA1,Q86XR5
ENSG00000274089,PRIMA1,Q86XR5
ENSG00000187533,PRR27,Q6MZM9
ENSG00000282868,PRR27,Q6MZM9
ENSG00000167371,PRRT2,Q7Z6L0
ENSG00000146250,PRSS35,Q8N3Z0
ENSG00000178055,PRSS42,Q7Z5A4
ENSG00000189099,PRSS48,Q7RTY5
ENSG00000052344,PRSS8,Q16651
ENSG00000204538,PSORS1C2,Q9UIG4
ENSG00000206459,PSORS1C2,Q9UIG4
ENSG00000227246,PSORS1C2,Q9UIG4
ENSG00000232127,PSORS1C2,Q9UIG4
ENSG00000234605,PSORS1C2,Q9UIG4
ENSG00000224544,PSORS1C2,Q9UIG4
ENSG00000153233,PTPRR,Q15256
ENSG00000163421,PROK2,Q9HC23
ENSG00000111215,PRR4,Q16378
ENSG00000263247,PRR4,Q16378
ENSG00000282269,PRR4,Q16378
ENSG00000155066,PROM2,Q8N271
ENSG00000131188,PRR7,Q8TB68
ENSG00000215148,PRSS41,Q7RTY9
ENSG00000168484,SFTPC,P11686
ENSG00000171611,PTCRA,Q6ISU1
ENSG00000171862,PTEN,P60484
ENSG00000160801,PTH1R,Q03431
ENSG00000132670,PTPRA,P18433
ENSG00000163661,PTX3,P26022
ENSG00000221826,PSG3,Q16557
ENSG00000204941,PSG5,Q15238
ENSG00000122507,BBS9,Q3SYG4
ENSG00000112655,PTK7,Q13308
ENSG00000186652,PRG2,P13727
ENSG00000204314,PRRT1,Q99946
ENSG00000206331,PRRT1,Q99946
ENSG00000235956,PRRT1,Q99946
ENSG00000225141,PRRT1,Q99946
ENSG00000229071,PRRT1,Q99946
ENSG00000229488,PRRT1,Q99946
ENSG00000227122,PRRT1,Q99946
ENSG00000238056,PRRT1,Q99946
ENSG00000185198,PRSS57,Q6UWY2
ENSG00000258223,PRSS58,Q8IYP2
ENSG00000276785,PRSS58,Q8IYP2
ENSG00000167653,PSCA,O43653
ENSG00000059915,PSD,A5PKW4
ENSG00000124467,PSG8,Q9UQ74
ENSG00000087494,PTHLH,P12272
ENSG00000125637,PSD4,Q8NDX1
ENSG00000080815,PSEN1,P49768
ENSG00000168878,SFTPB,P07988
ENSG00000107317,PTGDS,P41222
ENSG00000175354,PTPN2,P17706
ENSG00000088179,PTPN4,P29074
ENSG00000105894,PTN,P21246
ENSG00000153707,PTPRD,P23468
ENSG00000282932,PTPRD,P23468
ENSG00000132334,PTPRE,P23469
ENSG00000142949,PTPRF,P10586
ENSG00000152894,PTPRK,Q15262
ENSG00000273993,PTPRK,Q15262
ENSG00000173482,PTPRM,P28827
ENSG00000196090,PTPRT,O14522
ENSG00000106278,PTPRZ1,P23471
ENSG00000168297,PXK,Q7Z7A4
ENSG00000242221,PSG2,P11465
ENSG00000125650,PSPN,O60542
ENSG00000152266,PTH,P01270
ENSG00000073008,PVR,P15151
ENSG00000140368,PSTPIP1,O43586
ENSG00000105404,RABAC1,Q9UI14
ENSG00000165828,PRAP1,Q96NZ9
ENSG00000171864,PRND,Q9UKY0
ENSG00000243137,PSG4,Q00888
ENSG00000144407,PTH2R,P49190
ENSG00000165186,PTCHD1,Q96NR3
ENSG00000151692,RNF144A,P50876
ENSG00000112210,RAB23,Q9ULC3
ENSG00000169213,RAB3B,P20337
ENSG00000186867,QRFPR,Q96P65
ENSG00000116260,QSOX1,O00391
ENSG00000186907,RTN4RL2,Q86UN3
ENSG00000146955,RAB19,A4D1S5
ENSG00000105649,RAB3A,P20336
ENSG00000169750,RAC3,P60763
ENSG00000105808,RASA4,O43374
ENSG00000124209,RAB22A,Q9UL26
ENSG00000134594,RAB33A,Q14088
ENSG00000141542,RAB40B,Q12829
ENSG00000197562,RAB40C,Q96S21
ENSG00000104960,PTOV1,Q86YD1
ENSG00000251692,PTX4,Q96A99
ENSG00000115828,QPCT,Q16769
ENSG00000131096,PYY,P10082
ENSG00000143545,RAB13,P51153
ENSG00000139998,RAB15,P59190
ENSG00000157869,RAB28,P51157
ENSG00000167578,RAB4B,P61018
ENSG00000167461,RAB8A,P61006
ENSG00000166592,RRAD,P55042
ENSG00000132155,RAF1,P04049
ENSG00000204305,AGER,Q15109
ENSG00000206320,AGER,Q15109
ENSG00000229058,AGER,Q15109
ENSG00000230514,AGER,Q15109
ENSG00000231268,AGER,Q15109
ENSG00000237405,AGER,Q15109
ENSG00000234729,AGER,Q15109
ENSG00000013588,GPRC5A,Q8NFJ5
ENSG00000165917,RAPSN,Q13702
ENSG00000185989,RASA3,Q14644
ENSG00000280477,RASA3,Q14644
ENSG00000187682,ERAS,Q7Z444
ENSG00000133703,KRAS,P01116
ENSG00000070159,PTPN3,P26045
ENSG00000149177,PTPRJ,Q12913
ENSG00000054356,PTPRN,Q16849
ENSG00000105426,PTPRS,Q13332
ENSG00000060656,PTPRU,Q92729
ENSG00000147485,PXDNL,A1KZ92
ENSG00000130508,PXDN,Q92626
ENSG00000126838,PZP,P20742
ENSG00000099246,RAB18,Q9NP72
ENSG00000132698,RAB25,P57735
ENSG00000129472,RAB2B,Q8WUD1
ENSG00000111737,RAB35,Q15286
ENSG00000123892,RAB38,P57729
ENSG00000105514,RAB3D,O95716
ENSG00000255587,RAB44,Q7Z6P3
ENSG00000166128,RAB8B,Q92930
ENSG00000132329,RAMP1,O60894
ENSG00000165661,QSOX2,Q6ZRP7
ENSG00000185924,RTN4RL1,Q86UN2
ENSG00000186479,RGS7BP,Q6MZT1
ENSG00000123595,RAB9A,P51151
ENSG00000136238,RAC1,P63000
ENSG00000108551,RASD1,Q9Y272
ENSG00000158186,MRAS,O14807
ENSG00000131381,RBSN,Q9H1K0
ENSG00000156011,PSD3,Q9NYI0
ENSG00000243130,PSG11,Q9UQ72
ENSG00000140030,GPR65,Q8IYL9
ENSG00000169403,PTAFR,P25105
ENSG00000213413,PVRIG,Q6DKI7
ENSG00000204628,RACK1,P63244
ENSG00000006451,RALA,P11233
ENSG00000131477,RAMP2,O60895
ENSG00000010017,RANBP9,Q96S59
ENSG00000103769,RAB11A,P62491
ENSG00000179331,RAB39A,Q14964
ENSG00000172476,RAB40A,Q8WXH6
ENSG00000152932,RAB3C,Q96E17
ENSG00000144566,RAB5A,P20339
ENSG00000111540,RAB5B,P61020
ENSG00000108774,RAB5C,P51148
ENSG00000117280,RAB29,O14966
ENSG00000123570,RAB9B,Q9NP90
ENSG00000137710,RDX,P35241
