human_uniprot,human_ENSEMBL,human_gene_name,mouse_uniprot,mouse_ENSEMBL,mouse_gene_name,transmembrane,secretion,peripheral
P04083,ENSG00000135046,ANXA1 ANX1 LPC1,P10107,ENSMUSG00000024659,Anxa1,0,1,0
A6NMY6,NA,ANXA2P2 ANX2L2 ANX2P2 LPC2B,NA,NA,NA,0,1,0
P28039,ENSG00000136250,AOAH,O35298,ENSMUSG00000021322,Aoah,0,1,0
P19801,ENSG00000002726,AOC1 ABP1 DAO1,NA,ENSMUSG00000029811,NA,0,1,0
P19801,ENSG00000002726,AOC1 ABP1 DAO1,NA,ENSMUSG00000029813,NA,0,1,0
P19801,ENSG00000002726,AOC1 ABP1 DAO1,NA,ENSMUSG00000039215,NA,0,1,0
P19801,ENSG00000002726,AOC1 ABP1 DAO1,NA,ENSMUSG00000068536,NA,0,1,0
P02743,ENSG00000132703,APCS PTX2,P12246,ENSMUSG00000026542,Apcs,0,1,0
P02647,ENSG00000118137,APOA1,Q00623,ENSMUSG00000032083,Apoa1,0,1,0
P02652,ENSG00000158874,APOA2,P09813,ENSMUSG00000005681,Apoa2,0,1,0
P06727,ENSG00000110244,APOA4,P06728,ENSMUSG00000032080,Apoa4,0,1,0
Q6Q788,ENSG00000110243,APOA5 RAP3 UNQ411/PRO773,Q8C7G5,ENSMUSG00000032079,Apoa5,0,1,0
P04114,ENSG00000084674,APOB,E9Q414,ENSMUSG00000020609,Apob,0,1,0
P02654,ENSG00000130208,APOC1,P34928,ENSMUSG00000040564,Apoc1,0,1,0
P02655,ENSG00000234906,APOC2 APC2,Q05020,ENSMUSG00000002992,Apoc2,0,1,0
P02655,ENSG00000234906,APOC2 APC2,Q05020,ENSMUSG00000109350,Gm44805,0,1,0
P02656,ENSG00000110245,APOC3,NA,ENSMUSG00000032081,NA,0,1,0
P55056,ENSG00000267467,APOC4,Q61268,ENSMUSG00000074336,Apoc4,0,1,0
P05090,ENSG00000189058,APOD,P51910,ENSMUSG00000022548,Apod,0,1,0
P02649,ENSG00000130203,APOE,P08226,ENSMUSG00000002985,Apoe,0,1,0
Q13790,ENSG00000175336,APOF,NA,ENSMUSG00000047631,NA,0,1,0
P02749,ENSG00000091583,APOH B2G1,Q01339,ENSMUSG00000000049,Apoh,0,1,0
O14791,ENSG00000100342,APOL1 APOL,NA,ENSMUSG00000050014,NA,0,1,0
O14791,ENSG00000100342,APOL1 APOL,NA,ENSMUSG00000050982,NA,0,1,0
O14791,ENSG00000100342,APOL1 APOL,NA,ENSMUSG00000057346,NA,0,1,0
O14791,ENSG00000100342,APOL1 APOL,NA,ENSMUSG00000068246,NA,0,1,0
O14791,ENSG00000100342,APOL1 APOL,NA,ENSMUSG00000091650,NA,0,1,0
O14791,ENSG00000100342,APOL1 APOL,NA,ENSMUSG00000091694,NA,0,1,0
Q9BPW4,ENSG00000100336,APOL4,NA,ENSMUSG00000050014,NA,0,1,0
Q9BPW4,ENSG00000100336,APOL4,NA,ENSMUSG00000050982,NA,0,1,0
Q9BPW4,ENSG00000100336,APOL4,NA,ENSMUSG00000057346,NA,0,1,0
Q9BPW4,ENSG00000100336,APOL4,NA,ENSMUSG00000068246,NA,0,1,0
Q9BPW4,ENSG00000100336,APOL4,NA,ENSMUSG00000091650,NA,0,1,0
Q9BPW4,ENSG00000100336,APOL4,NA,ENSMUSG00000091694,NA,0,1,0
O95445,ENSG00000226215,APOM G3A NG20 HSPC336,NA,NA,NA,0,1,0
Q9BUR5,ENSG00000184831,APOO FAM121B MIC23 MIC26 My025 UNQ1866/PRO4302,Q9DCZ4,ENSMUSG00000049233,Apoo-ps,0,1,0
Q9BUR5,ENSG00000184831,APOO FAM121B MIC23 MIC26 My025 UNQ1866/PRO4302,Q9DCZ4,ENSMUSG00000079508,Apoo,0,1,0
P54793,ENSG00000062096,ARSF,NA,NA,NA,0,1,0
Q5FYB1,ENSG00000183876,ARSI,Q32KI9,ENSMUSG00000036412,Arsi,0,1,0
Q5FYB0,ENSG00000180801,ARSJ UNQ372/PRO708,Q8BM89,ENSMUSG00000046561,Arsj,0,1,0
Q6UWY0,ENSG00000164291,ARSK TSULF UNQ630/PRO1246,NA,ENSMUSG00000021592,NA,0,1,0
Q96L15,ENSG00000167311,ART5 UNQ575/PRO1137,P70352,ENSMUSG00000070424,Art5,0,1,0
P07306,ENSG00000141505,ASGR1 CLEC4H1,P49300,ENSMUSG00000000318,Clec10a,0,1,0
P07306,ENSG00000141505,ASGR1 CLEC4H1,P34927,ENSMUSG00000020884,Asgr1,0,1,0
P07306,ENSG00000141505,ASGR1 CLEC4H1,NA,ENSMUSG00000040950,NA,0,1,0
P42127,ENSG00000101440,ASIP AGTI AGTIL ASP,Q03288,ENSMUSG00000027596,a,0,1,0
Q9BXN1,ENSG00000106819,ASPN PLAP1 SLRR1C UNQ215/PRO241,Q99MQ4,ENSMUSG00000021388,Aspn,0,1,0
O75882,ENSG00000088812,ATRN KIAA0548 MGCA,Q9WU60,ENSMUSG00000027312,Atrn,0,1,0
P25311,ENSG00000160862,AZGP1 ZAG ZNGP1,Q64726,ENSMUSG00000037053,Azgp1,0,1,0
P61769,ENSG00000166710,B2M CDABP0092 HDCMA22P,P01887,ENSMUSG00000060802,B2m,0,1,0
Q9P2W7,ENSG00000109956,B3GAT1 GLCATP,Q9CW73,ENSMUSG00000045994,B3gat1,0,1,0
P15291,ENSG00000086062,B4GALT1 GGTB2,P15535,ENSMUSG00000028413,B4galt1,0,1,0
Q96GW7,ENSG00000132692,BCAN BEHAB CSPG7 UNQ2525/PRO6018,Q61361,ENSMUSG00000004892,Bcan,0,1,0
P06276,ENSG00000114200,BCHE CHE1,Q03311,ENSMUSG00000027792,Bche,0,1,0
P02818,ENSG00000242252,BGLAP,P86546,ENSMUSG00000074483,Bglap,0,1,0
P02818,ENSG00000242252,BGLAP,P86547,ENSMUSG00000074486,Bglap2,0,1,0
P02818,ENSG00000242252,BGLAP,P54615,ENSMUSG00000074489,Bglap3,0,1,0
P21810,ENSG00000182492,BGN SLRR1A,P28653,ENSMUSG00000031375,Bgn,0,1,0
Q8N8U9,ENSG00000164619,BMPER KIAA1965,Q8CJ69,ENSMUSG00000031963,Bmper,0,1,0
Q9Y3E2,ENSG00000178096,BOLA1 CGI-143,Q9D8S9,ENSMUSG00000015943,Bola1,0,1,0
Q53S33,ENSG00000163170,BOLA3,Q8CEI1,ENSMUSG00000045160,Bola3,0,1,0
P17213,ENSG00000101425,BPI,Q67E05,ENSMUSG00000052922,Bpi,0,1,0
Q9NP55,ENSG00000198183,BPIFA1 LUNX NASG PLUNC SPLUNC1 SPURT UNQ787/PRO1606,P97361,ENSMUSG00000027483,Bpifa1,0,1,0
Q9NP55,ENSG00000198183,BPIFA1 LUNX NASG PLUNC SPLUNC1 SPURT UNQ787/PRO1606,Q9CQX3,ENSMUSG00000027484,Bpifa5,0,1,0
Q96DR5,ENSG00000131050,BPIFA2 C20orf70 SPLUNC2 UNQ510/PRO1025,P07743,ENSMUSG00000042459,Bpifa2,0,1,0
Q9BQP9,ENSG00000131059,BPIFA3 C20orf71 SPLUNC3,Q9D9J8,ENSMUSG00000027482,Bpifa3,0,1,0
Q8TDL5,ENSG00000125999,BPIFB1 C20orf114 LPLUNC1 UNQ706/PRO1357,Q61114,ENSMUSG00000027485,Bpifb1,0,1,0
Q8N4F0,ENSG00000078898,BPIFB2 BPIL1 C20orf184 LPLUNC2 UNQ2489/PRO5776,Q8C1E1,ENSMUSG00000027481,Bpifb2,0,1,0
P59826,ENSG00000186190,BPIFB3 C20orf185 LPLUNC3,Q80ZU7,ENSMUSG00000068008,Bpifb3,0,1,0
P59827,ENSG00000186191,BPIFB4 C20orf186 LPLUNC4,A2BGH0,ENSMUSG00000074665,Bpifb4,0,1,0
Q8NFQ5,ENSG00000167104,BPIFB6 BPIL3,Q8BU51,ENSMUSG00000068009,Bpifb6,0,1,0
Q8NFQ6,ENSG00000184459,BPIFC BPIL2,NA,ENSMUSG00000050108,NA,0,1,0
Q9C0B6,ENSG00000198797,BRINP2 DBCCR1L2 FAM5B KIAA1747,Q6DFY8,ENSMUSG00000004031,Brinp2,0,1,0
Q76B58,ENSG00000162670,BRINP3 DBCCR1L DBCCR1L1 FAM5C,Q499E0,ENSMUSG00000035131,Brinp3,0,1,0
Q075Z2,ENSG00000188334,BSPH1,Q3UW26,ENSMUSG00000074378,Bsph1,0,1,0
A6NE02,ENSG00000204347,BTBD17,Q9DB72,ENSMUSG00000000202,Btbd17,0,1,0
P43251,ENSG00000169814,BTD,NA,ENSMUSG00000021900,NA,0,1,0
Q13410,ENSG00000124557,BTN1A1 BTN,Q62556,ENSMUSG00000000706,Btn1a1,0,1,0
Q8TAV5,ENSG00000174370,C11orf45,NA,NA,NA,0,1,0
C9JXX5,ENSG00000234776,C11orf94,Q8CF31,ENSMUSG00000044916,1700029I15Rik,0,1,0
Q9H741,ENSG00000111412,C12orf49,Q8BTG6,ENSMUSG00000032840,2410131K14Rik,0,1,0
Q69YU5,ENSG00000204954,C12orf73,Q8BTC1,ENSMUSG00000063320,1190007I07Rik,0,1,0
Q9H972,ENSG00000100802,C14orf93,Q8K2W9,ENSMUSG00000022179,4931414P19Rik,0,1,0
A6NNL5,ENSG00000189227,C15orf61,Q0VG49,ENSMUSG00000032403,2300009A05Rik,0,1,0
Q6UX73,ENSG00000153446,C16orf89 UNQ904/PRO1925,Q3UST5,ENSMUSG00000051669,AU021092,0,1,0
Q0P5P2,ENSG00000214226,C17orf67,Q3V3I5,ENSMUSG00000072553,Gm525,0,1,0
Q6UX52,ENSG00000187997,C17orf99 UNQ464/PRO809,Q9CX63,ENSMUSG00000025573,6030468B19Rik,0,1,0
Q8WWF1,ENSG00000118292,C1orf54,Q8R2K8,ENSMUSG00000038543,BC028528,0,1,0
P02745,ENSG00000173372,C1QA,P98086,ENSMUSG00000036887,C1qa,0,1,0
P02746,ENSG00000173369,C1QB,P14106,ENSMUSG00000036905,C1qb,0,1,0
Q07021,ENSG00000108561,C1QBP GC1QBP HABP1 SF2P32,NA,ENSMUSG00000018446,NA,0,1,0
P02747,ENSG00000159189,C1QC C1QG,Q02105,ENSMUSG00000036896,C1qc,0,1,0
O75973,ENSG00000131094,C1QL1 C1QRF CRF CTRP14,O88992,ENSMUSG00000045532,C1ql1,0,1,0
Q7Z5L3,ENSG00000144119,C1QL2 CTRP10,Q8CFR0,ENSMUSG00000036907,C1ql2,0,1,0
Q5VWW1,ENSG00000165985,C1QL3 CTRP13,Q9ESN4,ENSMUSG00000049630,C1ql3,0,1,0
Q86Z23,ENSG00000186897,C1QL4 CTRP11,Q4ZJM9,ENSMUSG00000001076,C1ql4,0,1,0
Q9BXJ1,ENSG00000173918,C1QTNF1 CTRP1 UNQ310/PRO353,Q9QXP7,ENSMUSG00000017446,C1qtnf1,0,1,0
Q9BXJ5,ENSG00000145861,C1QTNF2 CTRP2 UNQ6349/PRO21054,Q9D8U4,ENSMUSG00000046491,C1qtnf2,0,1,0
Q9BXJ4,ENSG00000082196,C1QTNF3 CTRP3 UNQ753/PRO1484,Q9ES30,ENSMUSG00000058914,C1qtnf3,0,1,0
Q9BXJ0,ENSG00000223953,C1QTNF5 CTRP5 UNQ303/PRO344,Q8K479,ENSMUSG00000079592,C1qtnf5,0,1,0
Q9BXI9,ENSG00000133466,C1QTNF6 CTRP6 UNQ581/PRO1151,Q6IR41,ENSMUSG00000022440,C1qtnf6,0,1,0
Q9BXJ2,ENSG00000163145,C1QTNF7 CTRP7,Q8BVD7,ENSMUSG00000061535,C1qtnf7,0,1,0
P60827,ENSG00000184471,C1QTNF8 UNQ5829/PRO19648,NA,NA,NA,0,1,0
B2RNN3,ENSG00000205863,C1QTNF9B,Q4ZJN1,ENSMUSG00000071347,C1qtnf9,0,1,0
Q9NZP8,ENSG00000139178,C1RL C1RL1 C1RLP CLSPA,Q3UZ09,ENSMUSG00000038527,C1rl,0,1,0
P06681,ENSG00000206372,C2,NA,NA,NA,0,1,0
C9J442,ENSG00000184208,C22orf46,NA,NA,NA,0,1,0
Q9Y426,ENSG00000157617,C2CD2 C21orf25 C21orf258,NA,ENSMUSG00000045975,NA,0,1,0
Q9H1Z8,ENSG00000119147,C2orf40 ECRG4 UNQ761/PRO1508,Q99LS0,ENSMUSG00000026051,1500015O10Rik,0,1,0
Q6UXQ4,ENSG00000187944,C2orf66 UNQ6411/PRO21186,NA,NA,NA,0,1,0
Q8N8R5,ENSG00000178074,C2orf69,Q9D9H8,ENSMUSG00000038323,1700066M21Rik,0,1,0
P01024,ENSG00000125730,C3 CPAMD1,P01027,ENSMUSG00000024164,C3,0,1,0
Q6P1S2,ENSG00000174928,C3orf33 MSTP052,Q8BN57,ENSMUSG00000048581,E130311K13Rik,0,1,0
Q8NDZ4,ENSG00000181744,C3orf58 DIA1,Q3USZ8,ENSMUSG00000045414,1190002N15Rik,0,1,0
P0C0L4,ENSG00000227746,C4A CO4 CPAMD2,NA,NA,NA,0,1,0
P0C0L5,ENSG00000233312,C4B CO4 CPAMD3; C4B_2,NA,NA,NA,0,1,0
P04003,ENSG00000123838,C4BPA C4BP,P08607,ENSMUSG00000026405,C4bp,0,1,0
P04003,ENSG00000123838,C4BPA C4BP,NA,ENSMUSG00000042554,NA,0,1,0
P20851,ENSG00000123843,C4BPB,NA,NA,NA,0,1,0
Q17RF5,ENSG00000174792,C4orf26,NA,NA,NA,0,1,0
Q5BLP8,ENSG00000243449,C4orf48 Chr4_55,Q3UR78,ENSMUSG00000070858,Gm1673,0,1,0
P01031,ENSG00000106804,C5 CPAMD4,P06684,ENSMUSG00000026874,Hc,0,1,0
Q86SI9,ENSG00000186493,C5orf38 CEI,NA,NA,NA,0,1,0
Q6UWT4,ENSG00000178776,C5orf46 UNQ472/PRO839,Q3V2D2,ENSMUSG00000071858,Gm94,0,1,0
P13671,ENSG00000039537,C6,NA,ENSMUSG00000022181,NA,0,1,0
Q86T20,ENSG00000186577,C6orf1 LBH,NA,NA,NA,0,1,0
Q7Z4R8,ENSG00000185127,C6orf120,Q9DAY5,ENSMUSG00000050088,1600012H06Rik,0,1,0
Q6UXA7,ENSG00000229432,C6orf15 STG UNQ1840/PRO3566,NA,NA,NA,0,1,0
P10643,ENSG00000112936,C7,NA,ENSMUSG00000079105,NA,0,1,0
Q96L11,ENSG00000165131,C7orf34,Q9D9P8,ENSMUSG00000029867,1700034O15Rik,0,1,0
P07357,ENSG00000157131,C8A,Q8K182,ENSMUSG00000035031,C8a,0,1,0
P07358,ENSG00000021852,C8B,Q8BH35,ENSMUSG00000029656,C8b,0,1,0
P07360,ENSG00000176919,C8G,Q8VCG4,ENSMUSG00000015083,C8g,0,1,0
P02748,ENSG00000113600,C9,NA,ENSMUSG00000022149,NA,0,1,0
Q6ZRZ4,ENSG00000186354,C9orf47 C9orf108,NA,NA,NA,0,1,0
Q96LT7,ENSG00000147894,C9orf72,Q6DFW0,ENSMUSG00000028300,3110043O21Rik,0,1,0
O75493,ENSG00000063180,CA11 CARP2 UNQ211/PRO237,O70354,ENSMUSG00000003273,Car11,0,1,0
P23280,ENSG00000131686,CA6,P18761,ENSMUSG00000028972,Car6,0,1,0
P27797,ENSG00000179218,CALR CRTC,P14211,ENSMUSG00000003814,Calr,0,1,0
O43852,ENSG00000128595,CALU,O35887,ENSMUSG00000029767,Calu,0,1,0
P40121,ENSG00000042493,CAPG AFCP MCP,NA,ENSMUSG00000056737,NA,0,1,0
Q16568,ENSG00000164326,CARTPT CART,P56388,ENSMUSG00000021647,Cartpt,0,1,0
P49662,ENSG00000196954,CASP4 ICH2,NA,NA,NA,0,1,0
P23435,ENSG00000102924,CBLN1,Q9R171,ENSMUSG00000031654,Cbln1,0,1,0
Q8IUK8,ENSG00000141668,CBLN2 UNQ1892/PRO4338,Q8BGU2,ENSMUSG00000024647,Cbln2,0,1,0
Q6UW01,ENSG00000139899,CBLN3 UNQ755/PRO1486,Q9JHG0,ENSMUSG00000040380,Cbln3,0,1,0
Q9NTU7,ENSG00000054803,CBLN4 CBLNL1 UNQ718/PRO1382,Q8BME9,ENSMUSG00000067578,Cbln4,0,1,0
Q6UXH8,ENSG00000183287,CCBE1 KIAA1983 UNQ1921/PRO4395,Q3MI99,ENSMUSG00000046318,Ccbe1,0,1,0
Q96EE4,ENSG00000169193,CCDC126 UNQ786/PRO1605,Q8BIS8,ENSMUSG00000050786,Ccdc126,0,1,0
Q9H6E4,ENSG00000100147,CCDC134,Q8C7V8,ENSMUSG00000068114,Ccdc134,0,1,0
Q9BQI4,ENSG00000151468,CCDC3,Q9D6Y1,ENSMUSG00000026676,Ccdc3,0,1,0
Q76M96,ENSG00000091986,CCDC80 DRO1 URB HBE245,Q8R2G6,ENSMUSG00000022665,Ccdc80,0,1,0
I3L3R5,ENSG00000262484,CCER2,NA,ENSMUSG00000096257,NA,0,1,0
P08571,ENSG00000170458,CD14,P10810,ENSMUSG00000051439,Cd14,1,1,0
Q86VB7,ENSG00000177575,CD163 M130,Q2VLH6,ENSMUSG00000008845,Cd163,1,1,0
Q9NR16,ENSG00000177675,CD163L1 CD163B M160 UNQ6434/PRO23202,NA,NA,NA,1,1,0
Q04900,ENSG00000135535,CD164,Q9R0L9,ENSMUSG00000019818,Cd164,1,1,0
Q8TD46,ENSG00000163606,CD200R1 CD200R CRTR2 MOX2R OX2R UNQ2522/PRO6015,Q9ES57,ENSMUSG00000022667,Cd200r1,1,1,0
Q8TD46,ENSG00000163606,CD200R1 CD200R CRTR2 MOX2R OX2R UNQ2522/PRO6015,Q5UKY4,ENSMUSG00000036172,Cd200r3,1,1,0
Q8TD46,ENSG00000163606,CD200R1 CD200R CRTR2 MOX2R OX2R UNQ2522/PRO6015,Q6XJV4,ENSMUSG00000062082,Cd200r4,1,1,0
Q8TD46,ENSG00000163606,CD200R1 CD200R CRTR2 MOX2R OX2R UNQ2522/PRO6015,Q6XJV6,ENSMUSG00000090176,Cd200r2,1,1,0
Q9NNX6,ENSG00000090659,CD209 CLEC4L,Q91ZX1,ENSMUSG00000031494,Cd209a,1,1,0
Q9NNX6,ENSG00000090659,CD209 CLEC4L,Q91ZW8,ENSMUSG00000031495,Cd209d,1,1,0
Q9NNX6,ENSG00000090659,CD209 CLEC4L,Q91ZW9,ENSMUSG00000040165,Cd209c,1,1,0
Q9NNX6,ENSG00000090659,CD209 CLEC4L,Q91ZW7,ENSMUSG00000040197,Cd209e,1,1,0
Q9NNX6,ENSG00000090659,CD209 CLEC4L,Q8CJ91,ENSMUSG00000065987,Cd209b,1,1,0
P25942,ENSG00000101017,CD40 TNFRSF5,P27512,ENSMUSG00000017652,Cd40,1,1,0
P08174,ENSG00000196352,CD55 CR DAF,Q61475,ENSMUSG00000026399,Cd55,1,1,0
P08174,ENSG00000196352,CD55 CR DAF,NA,ENSMUSG00000026401,NA,1,1,0
P13987,ENSG00000085063,CD59 MIC11 MIN1 MIN2 MIN3 MSK21,O55186,ENSMUSG00000032679,Cd59a,1,1,0
P13987,ENSG00000085063,CD59 MIC11 MIN1 MIN2 MIN3 MSK21,P58019,ENSMUSG00000068686,Cd59b,1,1,0
O43866,ENSG00000073754,CD5L API6 UNQ203/PRO229,Q9QWK4,ENSMUSG00000015854,Cd5l,0,1,0
P30203,ENSG00000013725,CD6,Q61003,ENSMUSG00000024670,Cd6,1,1,0
P08962,ENSG00000135404,CD63 MLA1 TSPAN30,P41731,ENSMUSG00000025351,Cd63,0,1,0
P01732,ENSG00000153563,CD8A MAL,P01731,ENSMUSG00000053977,Cd8a,1,1,0
P10966,ENSG00000172116,CD8B CD8B1,P10300,ENSMUSG00000053044,Cd8b1,1,1,0
P48960,ENSG00000123146,CD97,NA,ENSMUSG00000002885,NA,1,1,0
Q9H5V8,ENSG00000163814,CDCP1 TRASK UNQ2486/PRO5773,Q5U462,ENSMUSG00000035498,Cdcp1,1,1,0
Q5VXM1,ENSG00000157211,CDCP2,Q8BQH6,ENSMUSG00000047636,Cdcp2,1,1,0
Q15517,ENSG00000137197,CDSN,NA,NA,NA,0,1,0
P13688,ENSG00000079385,CEACAM1 BGP BGP1,Q925P2,ENSMUSG00000054385,Ceacam2,0,1,0
P13688,ENSG00000079385,CEACAM1 BGP BGP1,P31809,ENSMUSG00000074272,Ceacam1,0,1,0
Q2WEN9,ENSG00000213892,CEACAM16 CEAL2,E9QA28,ENSMUSG00000014686,Ceacam16,0,1,0
Q9NZK5,ENSG00000093072,CECR1 ADA2 ADGF IDGFL,NA,NA,NA,0,1,0
Q9UNI1,ENSG00000139610,CELA1 ELA1,Q91X79,ENSMUSG00000023031,Cela1,0,1,0
P08217,ENSG00000142615,CELA2A ELA2A,P05208,ENSMUSG00000058579,Cela2a,0,1,0
P08218,ENSG00000215704,CELA2B ELA2B,P05208,ENSMUSG00000058579,Cela2a,0,1,0
Q8WUJ3,ENSG00000103888,CEMIP KIAA1199,Q8BI06,ENSMUSG00000052353,Cemip,0,1,0
Q5XG92,ENSG00000172824,CES4A CES8 UNQ440/PRO873,Q8R0W5,ENSMUSG00000060560,Ces4a,0,1,0
Q6NT32,ENSG00000159398,CES5A CES7,Q6AW46,ENSMUSG00000058019,Ces5a,0,1,0
P11597,ENSG00000087237,CETP,NA,NA,NA,0,1,0
P00751,ENSG00000241534,CFB BF BFD,NA,NA,NA,0,1,0
P0CG37,ENSG00000136698,CFC1,P97766,ENSMUSG00000026124,Cfc1,0,1,0
P0CG36,ENSG00000152093,CFC1B,P97766,ENSMUSG00000026124,Cfc1,0,1,0
P00746,ENSG00000197766,CFD DF PFD,P03953,ENSMUSG00000061780,Cfd,0,1,0
P08603,ENSG00000000971,CFH HF HF1 HF2,P06909,ENSMUSG00000026365,Cfh,0,1,0
P08603,ENSG00000000971,CFH HF HF1 HF2,NA,ENSMUSG00000033898,NA,0,1,0
P08603,ENSG00000000971,CFH HF HF1 HF2,NA,ENSMUSG00000070594,NA,0,1,0
Q03591,ENSG00000244414,CFHR1 CFHL CFHL1 CFHL1P CFHR1P FHR1 HFL1 HFL2,NA,ENSMUSG00000057037,NA,0,1,0
P36980,ENSG00000080910,CFHR2 CFHL2 FHR2 HFL3,NA,ENSMUSG00000057037,NA,0,1,0
Q02985,ENSG00000116785,CFHR3 CFHL3 FHR3,P06909,ENSMUSG00000026365,Cfh,0,1,0
Q02985,ENSG00000116785,CFHR3 CFHL3 FHR3,NA,ENSMUSG00000033898,NA,0,1,0
Q02985,ENSG00000116785,CFHR3 CFHL3 FHR3,NA,ENSMUSG00000070594,NA,0,1,0
Q92496,ENSG00000134365,CFHR4 CFHL4 FHR4,NA,NA,NA,0,1,0
Q9BXR6,ENSG00000134389,CFHR5 CFHL5 FHR5,NA,ENSMUSG00000057037,NA,0,1,0
P05156,ENSG00000205403,CFI IF,Q61129,ENSMUSG00000058952,Cfi,0,1,0
P27918,ENSG00000126759,CFP PFC,P11680,ENSMUSG00000001128,Cfp,0,1,0
P0DN87,ENSG00000196337,CGB7,NA,ENSMUSG00000100916,NA,0,1,0
Q99674,ENSG00000138028,CGREF1 CGR11,NA,ENSMUSG00000029161,NA,0,1,0
O15335,ENSG00000136457,CHAD SLRR4A,O55226,ENSMUSG00000039084,Chad,0,1,0
Q6NUI6,ENSG00000100399,CHADL SLRR4B,E9Q7T7,ENSMUSG00000063765,Chadl,0,1,0
P10645,ENSG00000276781,CHGA,NA,NA,NA,0,1,0
P05060,ENSG00000089199,CHGB SCG1,P16014,ENSMUSG00000027350,Chgb,0,1,0
P36222,ENSG00000133048,CHI3L1,Q61362,ENSMUSG00000064246,Chil1,0,1,0
Q15782,ENSG00000064886,CHI3L2,NA,NA,NA,0,1,0
Q9BZP6,ENSG00000134216,CHIA,NA,ENSMUSG00000027902,NA,0,1,0
Q9BZP6,ENSG00000134216,CHIA,O35744,ENSMUSG00000040809,Chil3,0,1,0
Q9BZP6,ENSG00000134216,CHIA,NA,ENSMUSG00000043873,NA,0,1,0
Q9BZP6,ENSG00000134216,CHIA,Q91XA9,ENSMUSG00000062778,Chia1,0,1,0
Q9BZP6,ENSG00000134216,CHIA,Q91Z98,ENSMUSG00000063779,Chil4,0,1,0
Q9BWS9,ENSG00000177830,CHID1 GL008 PSEC0104 SB139,Q922Q9,ENSMUSG00000025512,Chid1,0,1,0
Q13231,ENSG00000133063,CHIT1,Q9D7Q1,ENSMUSG00000026450,Chit1,0,1,0
O00533,ENSG00000134121,CHL1 CALL,P70232,ENSMUSG00000030077,Chl1,0,1,0
Q9H2X0,ENSG00000090539,CHRD UNQ217/PRO243,Q9Z0E2,ENSMUSG00000006958,Chrd,0,1,0
Q9BU40,ENSG00000101938,CHRDL1 NRLN1,Q920C1,ENSMUSG00000031283,Chrdl1,0,1,0
Q6WN34,ENSG00000054938,CHRDL2 BNF1 CHL2 UNQ765/PRO1557,NA,ENSMUSG00000030732,NA,0,1,0
Q7L1S5,ENSG00000154080,CHST9 UNQ2549/PRO6175,Q76EC5,ENSMUSG00000047161,Chst9,0,1,0
Q86X52,ENSG00000131873,CHSY1 CHSY CSS1 KIAA0990 UNQ756/PRO1487,Q6ZQ11,ENSMUSG00000032640,Chsy1,0,1,0
O75339,ENSG00000138615,CILP UNQ602/PRO1188,NA,ENSMUSG00000042254,NA,0,1,0
Q8IUL8,ENSG00000160161,CILP2,D3Z7H8,ENSMUSG00000044006,Cilp2,0,1,0
A8K7I4,ENSG00000016490,CLCA1 CACC1,Q9D7Z6,ENSMUSG00000028255,Clca1,0,1,0
Q9UQC9,ENSG00000137975,CLCA2 CACC3,Q8BG22,ENSMUSG00000036960,Clca2,0,1,0
Q14CN2,ENSG00000016602,CLCA4 CaCC2 UNQ562/PRO1124,NA,ENSMUSG00000068547,NA,0,1,0
Q14CN2,ENSG00000016602,CLCA4 CaCC2 UNQ562/PRO1124,NA,ENSMUSG00000074195,NA,0,1,0
A5D8T8,ENSG00000157322,CLEC18A MRLP2,Q7TSQ1,ENSMUSG00000033633,Clec18a,0,1,0
Q6UXF7,ENSG00000140839,CLEC18B MRLP1 UNQ306/PRO347,Q7TSQ1,ENSMUSG00000033633,Clec18a,0,1,0
Q8NCF0,ENSG00000157335,CLEC18C MRLP3,Q7TSQ1,ENSMUSG00000033633,Clec18a,0,1,0
Q6UXS0,ENSG00000261210,CLEC19A UNQ5810/PRO19627,NA,NA,NA,0,1,0
P05452,ENSG00000163815,CLEC3B TNA,NA,ENSMUSG00000025784,NA,0,1,0
Q9H2X3,ENSG00000104938,CLEC4M CD209L CD209L1 CD299,Q91ZX1,ENSMUSG00000031494,Cd209a,0,1,0
Q9H2X3,ENSG00000104938,CLEC4M CD209L CD209L1 CD299,Q91ZW8,ENSMUSG00000031495,Cd209d,0,1,0
Q9H2X3,ENSG00000104938,CLEC4M CD209L CD209L1 CD299,Q91ZW9,ENSMUSG00000040165,Cd209c,0,1,0
Q9H2X3,ENSG00000104938,CLEC4M CD209L CD209L1 CD299,Q91ZW7,ENSMUSG00000040197,Cd209e,0,1,0
Q9H2X3,ENSG00000104938,CLEC4M CD209L CD209L1 CD299,Q8CJ91,ENSMUSG00000065987,Cd209b,0,1,0
P04118,ENSG00000137392,CLPS,Q9CQC2,ENSMUSG00000024225,Clps,0,1,0
A2RUU4,ENSG00000204140,CLPSL1 C6orf127,NA,NA,NA,0,1,0
Q6UWE3,ENSG00000196748,CLPSL2 C6orf126 UNQ3045/PRO9861,Q3UW21,ENSMUSG00000024224,Clpsl2,0,1,0
P10909,ENSG00000120885,CLU APOJ CLI KUB1 AAG4,Q06890,ENSMUSG00000022037,Clu,0,1,0
Q15846,ENSG00000079101,CLUL1,NA,NA,NA,0,1,0
P23946,ENSG00000092009,CMA1 CYH CYM,NA,ENSMUSG00000022225,NA,0,1,0
