"","protein_uniprot","ensembl","gene_name"
"24445","P05496","ENSG00000159199","ATP5G1"
"24447","O75554","ENSG00000120688","WBP4"
"24448","Q16670","ENSG00000197062","ZSCAN26"
"24451","P13645","ENSG00000186395","KRT10"
"24452","O75674","ENSG00000141198","TOM1L1"
"24454","P20936","ENSG00000145715","RASA1"
"24457","O76002","ENSG00000234746","OR2J2"
"24458","Q14154","ENSG00000081791","KIAA0141"
"24459","Q5BIV9","ENSG00000203772","SPRN"
"24461","A6NL82","ENSG00000186973","FAM183A"
"24463","B1AKI9","ENSG00000101230","ISM1"
"24464","O43490","ENSG00000007062","PROM1"
"24465","Q9H7L2","ENSG00000276033","KIR3DX1"
"24467","Q9H169","ENSG00000015592","STMN4"
"24468","Q6ZST4","ENSG00000214402","LCNL1"
"24470","Q9UFG5","ENSG00000119559","C19orf25"
"24471","Q5QNW6","ENSG00000203814","HIST2H2BF"
"24472","P51991","ENSG00000170144","HNRNPA3"
"24473","Q8IXZ3","ENSG00000164651","SP8"
"24474","Q92759","ENSG00000236895","GTF2H4"
"24475","P18615","ENSG00000206357","NELFE"
"24476","O60294","ENSG00000168806","LCMT2"
"24478","P00387","ENSG00000100243","CYB5R3"
"24482","P49788","ENSG00000118849","RARRES1"
"24486","P63027","ENSG00000220205","VAMP2"
"24491","P43626","ENSG00000278495","KIR2DL1"
"24492","Q9Y3R4","ENSG00000115488","NEU2"
"24493","Q9NP95","ENSG00000078579","FGF20"
"24494","P10070","ENSG00000074047","GLI2"
"24497","Q6PEX7","ENSG00000186118","TEX38"
"24499","P20908","ENSG00000130635","COL5A1"
"24500","Q16671","ENSG00000135409","AMHR2"
"24501","P79522","ENSG00000223887","PRR3"
"24502","Q9UDV7","ENSG00000170265","ZNF282"
"24503","Q7Z5Y6","ENSG00000183682","BMP8A"
"24512","P80188","ENSG00000148346","LCN2"
"24515","Q7Z3K6","ENSG00000155545","MIER3"
"24516","P05165","ENSG00000175198","PCCA"
"24518","Q9UDW1","ENSG00000184076","UQCR10"
"24519","Q70EL1","ENSG00000166348","USP54"
"24520","P36980","ENSG00000080910","CFHR2"
"24521","Q8TCC3","ENSG00000185414","MRPL30"
"24522","P26447","ENSG00000196154","S100A4"
"24523","Q7Z478","ENSG00000067248","DHX29"
"24524","P49763","ENSG00000119630","PGF"
"24525","Q8N412","ENSG00000163116","STPG2"
"24526","P12757","ENSG00000136603","SKIL"
"24527","Q53QV2","ENSG00000213626","LBH"
"24528","Q7Z4V0","ENSG00000183621","ZNF438"
"24530","Q8NE01","ENSG00000168763","CNNM3"
"24534","Q8N8U9","ENSG00000164619","BMPER"
"24537","Q15003","ENSG00000121152","NCAPH"
"24539","P02745","ENSG00000173372","C1QA"
"24540","Q96NU7","ENSG00000139344","AMDHD1"
"24541","Q9Y6W6","ENSG00000143507","DUSP10"
"24542","Q9UBP9","ENSG00000144366","GULP1"
"24545","P63261","ENSG00000184009","ACTG1"
"24546","Q6PI78","ENSG00000164983","TMEM65"
"24547","Q16570","ENSG00000213088","ACKR1"
"24552","Q8NGS8","ENSG00000277556","OR13C5"
"24557","Q99969","ENSG00000106538","RARRES2"
"24559","Q9Y5H2","ENSG00000253873","PCDHGA11"
"24561","P23511","ENSG00000001167","NFYA"
"24562","Q8WTV1","ENSG00000041988","THAP3"
"24564","Q8N6N2","ENSG00000174521","TTC9B"
"24566","P37108","ENSG00000140319","SRP14"
"24567","Q52M93","ENSG00000245680","ZNF585B"
"24568","Q8IY84","ENSG00000177453","NIM1K"
"24569","Q96G75","ENSG00000145916","RMND5B"
"24572","Q24JP5","ENSG00000006118","TMEM132A"
"24576","Q8IXR5","ENSG00000168754","FAM178B"
"24577","Q12959","ENSG00000075711","DLG1"
"24579","Q8N945","ENSG00000186314","PRELID2"
"24580","P00742","ENSG00000126218","F10"
"24581","Q8NFP7","ENSG00000122824","NUDT10"
"24583","O00555","ENSG00000141837","CACNA1A"
"24585","Q96GM8","ENSG00000132773","TOE1"
"24586","Q0P6D6","ENSG00000149548","CCDC15"
"24590","Q15654","ENSG00000087077","TRIP6"
"24591","P61163","ENSG00000138107","ACTR1A"
"24592","Q6UXB4","ENSG00000182566","CLEC4G"
"24593","Q9NSD4","ENSG00000063587","ZNF275"
"24594","P12036","ENSG00000100285","NEFH"
"24596","O43427","ENSG00000172500","FIBP"
"24597","Q13421","ENSG00000102854","MSLN"
"24600","Q8N144","ENSG00000183153","GJD3"
"24601","O00469","ENSG00000152952","PLOD2"
"24602","Q9Y3B3","ENSG00000134970","TMED7"
"24603","B5MD39","ENSG00000274252","GGTLC3"
"24604","Q9UKA8","ENSG00000117602","RCAN3"
"24606","Q9NZ63","ENSG00000136819","C9orf78"
"24607","Q99946","ENSG00000229488","PRRT1"
"24611","Q96CW5","ENSG00000126216","TUBGCP3"
"24612","Q9H2S9","ENSG00000123411","IKZF4"
"24613","Q9BZQ8","ENSG00000135842","FAM129A"
"24614","Q9UJA2","ENSG00000088766","CRLS1"
"24615","Q9UL46","ENSG00000100911","PSME2"
"24617","P31268","ENSG00000122592","HOXA7"
"24619","Q9Y2N7","ENSG00000124440","HIF3A"
"24620","Q9GZS3","ENSG00000140395","WDR61"
"24621","Q92806","ENSG00000162728","KCNJ9"
"24623","P55291","ENSG00000129910","CDH15"
"24625","Q8IXW5","ENSG00000122484","RPAP2"
"24629","Q9HB14","ENSG00000152315","KCNK13"
"24630","Q9H0A0","ENSG00000135372","NAT10"
"24631","Q9BYD5","ENSG00000105427","CNFN"
"24632","Q6XZB0","ENSG00000188992","LIPI"
"24633","P62314","ENSG00000167088","SNRPD1"
"24637","P62330","ENSG00000165527","ARF6"
"24639","Q8IVH8","ENSG00000011566","MAP4K3"
"24640","Q9NRZ5","ENSG00000026652","AGPAT4"
"24641","O96009","ENSG00000131400","NAPSA"
"24643","Q16540","ENSG00000214026","MRPL23"
"24645","P22102","ENSG00000159131","GART"
"24649","Q14549","ENSG00000164900","GBX1"
"24652","Q9UIU6","ENSG00000100625","SIX4"
"24653","Q9HCB6","ENSG00000262655","SPON1"
"24656","Q9BS92","ENSG00000165028","NIPSNAP3B"
"24657","Q5TAQ9","ENSG00000132716","DCAF8"
"24658","P38567","ENSG00000106304","SPAM1"
"24659","P02775","ENSG00000163736","PPBP"
"24660","Q8NAX2","ENSG00000175707","KDF1"
"24661","P14207","ENSG00000165457","FOLR2"
"24662","P02808","ENSG00000126549","STATH"
"24664","Q9UHJ6","ENSG00000197417","SHPK"
"24667","P38405","ENSG00000141404","GNAL"
"24671","P0CG21","ENSG00000257108","NHLRC4"
"24672","Q9UJ68","ENSG00000175806","MSRA"
"24673","Q9BV36","ENSG00000115648","MLPH"
"24674","P04233","ENSG00000019582","CD74"
"24675","O43889","ENSG00000107175","CREB3"
"24677","P15289","ENSG00000100299","ARSA"
"24680","O75310","ENSG00000213759","UGT2B11"
"24681","Q9NSD9","ENSG00000116120","FARSB"
"24682","Q8TDQ7","ENSG00000163281","GNPDA2"
"24683","Q96RR1","ENSG00000107815","TWNK"
"24684","O00187","ENSG00000009724","MASP2"
"24685","Q9NY99","ENSG00000172554","SNTG2"
"24686","Q6IN84","ENSG00000278619","MRM1"
"24687","Q9NVH0","ENSG00000081177","EXD2"
"24688","Q9P1U0","ENSG00000206502","ZNRD1"
"24693","Q9BSH3","ENSG00000145029","NICN1"
"24694","Q96G04","ENSG00000118894","EEF2KMT"
"24695","P59780","ENSG00000157823","AP3S2"
"24696","P38398","ENSG00000012048","BRCA1"
"24697","Q8TB45","ENSG00000155792","DEPTOR"
"24698","Q7L3B6","ENSG00000106993","CDC37L1"
"24699","Q9P206","ENSG00000162522","KIAA1522"
"24700","Q16394","ENSG00000182197","EXT1"
"24701","Q8N895","ENSG00000178175","ZNF366"
"24703","Q15126","ENSG00000163344","PMVK"
"24704","Q86TX2","ENSG00000184227","ACOT1"
"24706","P25440","ENSG00000215077","BRD2"
"24708","Q969S3","ENSG00000173545","ZNF622"
"24714","Q86VQ0","ENSG00000135338","LCA5"
"24717","Q8IWL3","ENSG00000100209","HSCB"
"24718","Q9UN74","ENSG00000204967","PCDHA4"
"24719","Q9BRK3","ENSG00000162576","MXRA8"
"24721","Q5PT55","ENSG00000253598","SLC10A5"
"24722","A6NKQ9","ENSG00000267631","CGB1"
"24723","Q8NCG5","ENSG00000140835","CHST4"
"24725","Q96GS6","ENSG00000129968","ABHD17A"
"24726","P24071","ENSG00000275269","FCAR"
"24727","Q68D06","ENSG00000154760","SLFN13"
"24731","Q8WYQ9","ENSG00000140948","ZCCHC14"
"24733","O60508","ENSG00000168438","CDC40"
"24734","Q9Y330","ENSG00000206366","ZBTB12"
"24736","Q8IUK5","ENSG00000161381","PLXDC1"
"24741","P48509","ENSG00000177697","CD151"
"24744","Q8NGC2","ENSG00000221977","OR4E2"
"24745","H7C241","ENSG00000234469","CLDN34"
"24749","Q99442","ENSG00000008952","SEC62"
"24751","O15534","ENSG00000179094","PER1"
"24753","P48544","ENSG00000120457","KCNJ5"
"24755","P17023","ENSG00000157429","ZNF19"
"24758","P35414","ENSG00000134817","APLNR"
"24759","Q9H257","ENSG00000187796","CARD9"
"24762","P56851","ENSG00000181552","EDDM3B"
"24764","Q99519","ENSG00000227315","NEU1"
"24765","Q5UE93","ENSG00000276231","PIK3R6"
"24768","P36507","ENSG00000126934","MAP2K2"
"24769","Q9P2K3","ENSG00000117625","RCOR3"
"24770","Q9P0T7","ENSG00000116857","TMEM9"
"24771","O95932","ENSG00000166948","TGM6"
"24773","Q96NX9","ENSG00000126733","DACH2"
"24775","P51654","ENSG00000147257","GPC3"
"24778","Q4G0X9","ENSG00000141519","CCDC40"
"24779","Q96R27","ENSG00000171180","OR2M4"
"24780","Q9P253","ENSG00000104142","VPS18"
"24784","P42357","ENSG00000084110","HAL"
"24787","Q8NHH1","ENSG00000175764","TTLL11"
"24789","Q6ZRS4","ENSG00000180347","CCDC129"
"24790","P49759","ENSG00000013441","CLK1"
"24791","P41214","ENSG00000143486","EIF2D"
"24793","P54253","ENSG00000124788","ATXN1"
"24794","Q6KC79","ENSG00000164190","NIPBL"
"24796","P0C671","ENSG00000189325","C6orf222"
"24797","Q5JXX5","ENSG00000188828","GLRA4"
"24798","Q8N3V7","ENSG00000171992","SYNPO"
"24799","P01814","ENSG00000274576","IGHV2-70"
"24800","Q5JZY3","ENSG00000183317","EPHA10"
"24801","O43745","ENSG00000166869","CHP2"
"24803","P08185","ENSG00000170099","SERPINA6"
"24806","P78329","ENSG00000186115","CYP4F2"
"24807","P0C2W7","ENSG00000236446","CT47B1"
"24809","P08173","ENSG00000180720","CHRM4"
"24810","P49427","ENSG00000099804","CDC34"
"24811","O14531","ENSG00000151640","DPYSL4"
"24813","Q9Y226","ENSG00000172940","SLC22A13"
"24817","P52333","ENSG00000105639","JAK3"
"24818","Q5T280","ENSG00000198917","SPOUT1"
"24819","Q13606","ENSG00000167825","OR5I1"
"24821","Q9UNH7","ENSG00000129515","SNX6"
"24822","Q9BXP2","ENSG00000146828","SLC12A9"
"24823","P11171","ENSG00000159023","EPB41"
"24824","Q9HAW4","ENSG00000092853","CLSPN"
"24825","Q8NG76","ENSG00000177212","OR2T33"
"24826","O15247","ENSG00000155962","CLIC2"
"24827","Q5JWF2","ENSG00000087460","GNAS"
"24828","Q96NJ5","ENSG00000186231","KLHL32"
"24829","Q9H0K6","ENSG00000129317","PUS7L"
"24832","Q15198","ENSG00000104213","PDGFRL"
"24833","Q9NRE1","ENSG00000167346","MMP26"
"24834","P56279","ENSG00000100721","TCL1A"
"24835","Q96PD4","ENSG00000112116","IL17F"
"24836","P84996","ENSG00000087460","GNAS"
"24837","O43559","ENSG00000137218","FRS3"
"24839","Q5VWI1","ENSG00000176769","TCERG1L"
"24843","P16083","ENSG00000124588","NQO2"
"24844","P53985","ENSG00000155380","SLC16A1"
"24846","Q96I99","ENSG00000172340","SUCLG2"
"24850","P01160","ENSG00000175206","NPPA"
"24852","Q93050","ENSG00000033627","ATP6V0A1"
"24856","Q03519","ENSG00000223481","TAP2"
"24857","O76027","ENSG00000143412","ANXA9"
"24858","Q8N6M9","ENSG00000178381","ZFAND2A"
"24859","Q8NEM7","ENSG00000102710","SUPT20H"
"24860","P63092","ENSG00000087460","GNAS"
"24862","Q96QU8","ENSG00000169180","XPO6"
"24864","Q13796","ENSG00000146950","SHROOM2"
"24866","Q9H4I3","ENSG00000170638","TRABD"
"24868","Q9NWQ8","ENSG00000076641","PAG1"
"24869","Q9UNX4","ENSG00000065183","WDR3"
"24871","Q15035","ENSG00000065308","TRAM2"
"24872","Q9BYP7","ENSG00000196632","WNK3"
"24873","A8MW95","ENSG00000196289","BECN2"
"24874","Q15363","ENSG00000086598","TMED2"
"24875","Q9P1Y6","ENSG00000070047","PHRF1"
"24876","Q70Z44","ENSG00000186090","HTR3D"
"24881","P19174","ENSG00000124181","PLCG1"
"24882","P23560","ENSG00000176697","BDNF"
"24884","Q5ZPR3","ENSG00000103855","CD276"
"24885","Q99613","ENSG00000184110","EIF3C"
"24887","Q9UGN5","ENSG00000129484","PARP2"
"24888","O75648","ENSG00000100416","TRMU"
"24894","Q96E40","ENSG00000165698","SPACA9"
"24895","P17693","ENSG00000206506","HLA-G"
"24896","Q8WXI7","ENSG00000181143","MUC16"
"24899","Q9H8Y1","ENSG00000133980","VRTN"
"24900","P43362","ENSG00000267978","MAGEA9B"
"24903","Q5CZA5","ENSG00000204524","ZNF805"
"24904","Q9H1R3","ENSG00000101306","MYLK2"
"24907","Q9UDX5","ENSG00000242114","MTFP1"
"24908","O60359","ENSG00000006116","CACNG3"
"24909","Q9BXV9","ENSG00000275619","GON7"
"24911","P61020","ENSG00000111540","RAB5B"
"24912","P69849","ENSG00000103226","NOMO3"
"24913","Q02543","ENSG00000105640","RPL18A"
"24914","O95402","ENSG00000105085","MED26"
"24918","P22003","ENSG00000112175","BMP5"
"24919","Q15858","ENSG00000169432","SCN9A"
"24920","Q8TAQ9","ENSG00000164744","SUN3"
"24923","Q8N6I4","ENSG00000275947","TMEM251"
"24924","Q6ICC9","ENSG00000188636","LDOC1L"
"24926","P49019","ENSG00000255398","HCAR3"
"24929","Q8TDS4","ENSG00000182782","HCAR2"
"24930","Q6UW68","ENSG00000105518","TMEM205"
"24931","P48651","ENSG00000156471","PTDSS1"
"24933","Q8NET5","ENSG00000235568","NFAM1"
"24934","Q6ICG6","ENSG00000100364","KIAA0930"
"24939","Q8NBS3","ENSG00000088836","SLC4A11"
"24941","Q5U3C3","ENSG00000157600","TMEM164"
"24943","Q15546","ENSG00000108960","MMD"
"24944","Q9Y5F2","ENSG00000197479","PCDHB11"
"24945","Q9H4X1","ENSG00000102760","RGCC"
"24947","Q9UNA0","ENSG00000154736","ADAMTS5"
"24948","Q9BUL5","ENSG00000040633","PHF23"
"24949","Q12769","ENSG00000030066","NUP160"
"24952","Q9NSC7","ENSG00000070526","ST6GALNAC1"
"24954","O95834","ENSG00000125746","EML2"
"24955","Q9H9F9","ENSG00000101442","ACTR5"
"24956","Q9NSK7","ENSG00000131943","C19orf12"
"24958","Q8TF42","ENSG00000154127","UBASH3B"
"24960","P43366","ENSG00000214107","MAGEB1"
"24961","Q5I7T1","ENSG00000175548","ALG10B"
"24962","Q13404","ENSG00000244687","UBE2V1"
"24964","P51168","ENSG00000168447","SCNN1B"
"24965","Q9UH92","ENSG00000108788","MLX"
"24966","P18507","ENSG00000113327","GABRG2"
"24970","Q8N3X6","ENSG00000178177","LCORL"
"24971","Q15811","ENSG00000205726","ITSN1"
"24973","Q9H706","ENSG00000141441","GAREM1"
"24975","Q96DN2","ENSG00000167992","VWCE"
"24976","Q8NFW8","ENSG00000111726","CMAS"
"24978","Q8NC74","ENSG00000130701","RBBP8NL"
"24979","P18075","ENSG00000101144","BMP7"
"24980","Q5TB80","ENSG00000135315","CEP162"
"24981","P24310","ENSG00000161281","COX7A1"
"24986","P20339","ENSG00000144566","RAB5A"
"24988","Q7LBR1","ENSG00000255112","CHMP1B"
"24989","P68371","ENSG00000188229","TUBB4B"
"24990","Q14686","ENSG00000198646","NCOA6"
"24991","Q96A70","ENSG00000142920","AZIN2"
"24992","P57738","ENSG00000145022","TCTA"
"24993","O95424","ENSG00000182108","DEXI"
"24994","Q8N3T6","ENSG00000181234","TMEM132C"
"24996","Q8IWZ3","ENSG00000131503","ANKHD1"
"24997","O15371","ENSG00000100353","EIF3D"
"25000","Q9C0D9","ENSG00000138018","SELENOI"
"25001","Q96D98","ENSG00000176401","EID2B"
"25002","Q99062","ENSG00000119535","CSF3R"
"25003","Q96MG8","ENSG00000168300","PCMTD1"
"25006","Q8N5C6","ENSG00000068784","SRBD1"
"25007","Q96K12","ENSG00000064763","FAR2"
"25008","Q9BQB4","ENSG00000167941","SOST"
"25009","A8MZ59","ENSG00000213921","LEUTX"
"25010","Q70SY1","ENSG00000182158","CREB3L2"
"25012","Q9BYZ8","ENSG00000134193","REG4"
"25014","Q86UF4","ENSG00000185860","CCDC190"
"25015","Q9H2B2","ENSG00000132872","SYT4"
"25016","Q03014","ENSG00000152804","HHEX"
"25017","Q6NYC8","ENSG00000230341","PPP1R18"
"25018","Q86X95","ENSG00000138433","CIR1"
"25021","P31431","ENSG00000124145","SDC4"
"25027","Q5HYC2","ENSG00000183354","KIAA2026"
"25030","Q9GZS1","ENSG00000137054","POLR1E"
"25031","Q9BXJ9","ENSG00000164134","NAA15"
"25032","Q5MNV8","ENSG00000204952","FBXO47"
"25033","O15467","ENSG00000275095","CCL16"
"25035","O75955","ENSG00000137312","FLOT1"
"25040","Q96JB8","ENSG00000082126","MPP4"
"25041","Q6P2C8","ENSG00000160563","MED27"
"25046","P61353","ENSG00000131469","RPL27"
"25047","O15397","ENSG00000133704","IPO8"
"25048","Q15631","ENSG00000211460","TSN"
"25050","A6NJ64","ENSG00000234719","NPIPB2"
"25051","Q8IZJ4","ENSG00000159496","RGL4"
"25052","Q2TB18","ENSG00000034533","ASTE1"
"25057","O75493","ENSG00000063180","CA11"
"25058","Q53QW1","ENSG00000177673","C2orf57"
"25060","Q8TEA8","ENSG00000125821","DTD1"
"25061","P48664","ENSG00000105143","SLC1A6"
"25062","O14933","ENSG00000156587","UBE2L6"
"25063","P36382","ENSG00000265107","GJA5"
"25064","Q9Y3C8","ENSG00000143222","UFC1"
"25066","O94907","ENSG00000107984","DKK1"
"25068","Q6UXQ4","ENSG00000187944","C2orf66"
"25071","O43505","ENSG00000174684","B4GAT1"
"25072","Q5SSQ6","ENSG00000227074","SAPCD1"
"25074","Q08499","ENSG00000113448","PDE4D"
"25075","Q9NYJ1","ENSG00000181924","COA4"
"25076","Q86WS3","ENSG00000149507","OOSP2"
"25077","Q15784","ENSG00000171532","NEUROD2"
"25079","A8MX34","ENSG00000262218","KRTAP29-1"
"25081","Q7L8S5","ENSG00000189401","OTUD6A"
"25082","Q3LI83","ENSG00000188694","KRTAP24-1"
"25083","Q92609","ENSG00000131374","TBC1D5"
"25084","P36941","ENSG00000111321","LTBR"
"25085","Q9Y6Y0","ENSG00000116679","IVNS1ABP"
"25086","O43934","ENSG00000092931","MFSD11"
"25087","Q9BW30","ENSG00000159713","TPPP3"
"25088","Q9Y678","ENSG00000181789","COPG1"
"25089","Q96BY2","ENSG00000165943","MOAP1"
"25093","Q9Y5E8","ENSG00000113248","PCDHB15"
"25097","P21817","ENSG00000196218","RYR1"
"25098","Q9NQU5","ENSG00000137843","PAK6"
"25099","Q8WXG8","ENSG00000171643","S100Z"
"25101","P05771","ENSG00000166501","PRKCB"
"25103","Q9BRB3","ENSG00000007541","PIGQ"
"25104","Q00325","ENSG00000075415","SLC25A3"
"25105","Q13042","ENSG00000130177","CDC16"
"25106","P78559","ENSG00000166963","MAP1A"
"25107","Q7Z422","ENSG00000055070","SZRD1"
"25112","Q9BUQ8","ENSG00000174243","DDX23"
"25114","O60909","ENSG00000117411","B4GALT2"
"25117","Q8NFI3","ENSG00000167280","ENGASE"
"25118","P11801","ENSG00000159792","PSKH1"
"25119","Q9Y262","ENSG00000100129","EIF3L"
"25121","Q8WVD5","ENSG00000110315","RNF141"
"25122","O60759","ENSG00000115165","CYTIP"
"25125","O60279","ENSG00000173705","SUSD5"
"25126","P48729","ENSG00000113712","CSNK1A1"
"25130","P04798","ENSG00000140465","CYP1A1"
"25131","Q8NH00","ENSG00000275617","OR2T4"
"25134","Q6P093","ENSG00000261846","AADACL2"
"25136","Q92917","ENSG00000068394","GPKOW"
"25137","Q9UBR5","ENSG00000217555","CKLF"
"25139","Q9Y3B8","ENSG00000076043","REXO2"
"25140","Q9ULR5","ENSG00000124374","PAIP2B"
"25141","Q5VXU9","ENSG00000165181","C9orf84"
"25144","P46439","ENSG00000134201","GSTM5"
"25146","P78410","ENSG00000186470","BTN3A2"
"25148","O60320","ENSG00000104059","FAM189A1"
"25150","Q9H4L4","ENSG00000161956","SENP3"
"25152","Q96LK0","ENSG00000174007","CEP19"
"25154","P49703","ENSG00000175906","ARL4D"
"25156","Q16658","ENSG00000075618","FSCN1"
"25157","Q14194","ENSG00000072832","CRMP1"
"25158","P18124","ENSG00000147604","RPL7"
"25159","P55895","ENSG00000175097","RAG2"
"25163","P60413","ENSG00000189169","KRTAP10-12"
"25164","P48547","ENSG00000129159","KCNC1"
"25166","O95260","ENSG00000107669","ATE1"
"25168","O75712","ENSG00000188910","GJB3"
"25173","Q9HC07","ENSG00000134851","TMEM165"
"25174","Q96M32","ENSG00000140057","AK7"
"25179","H3BR10","ENSG00000256162","SMLR1"
"25180","Q01780","ENSG00000171824","EXOSC10"
"25181","Q9NR00","ENSG00000176907","C8orf4"
"25182","Q96SB8","ENSG00000163029","SMC6"
"25183","Q30KQ6","ENSG00000177684","DEFB114"
"25184","Q4KWH8","ENSG00000114805","PLCH1"
"25185","O75448","ENSG00000008838","MED24"
"25186","Q86YC3","ENSG00000174004","NRROS"
"25192","O75437","ENSG00000213096","ZNF254"
"25194","Q8TE54","ENSG00000147606","SLC26A7"
"25195","Q5RKV6","ENSG00000223496","EXOSC6"
"25197","P40394","ENSG00000196344","ADH7"
"25198","P20815","ENSG00000106258","CYP3A5"
"25199","Q71F23","ENSG00000151725","CENPU"
"25201","Q9Y6W8","ENSG00000163600","ICOS"
"25203","Q06210","ENSG00000198380","GFPT1"
"25204","Q8TAD4","ENSG00000145740","SLC30A5"
"25205","Q13336","ENSG00000141469","SLC14A1"
"25207","Q86VR8","ENSG00000179431","FJX1"
"25209","P61026","ENSG00000084733","RAB10"
"25210","O43189","ENSG00000225553","PHF1"
"25213","Q13162","ENSG00000123131","PRDX4"
"25214","Q6ZNB6","ENSG00000170448","NFXL1"
"25216","Q96PP4","ENSG00000213265","TSGA13"
"25218","O75400","ENSG00000196504","PRPF40A"
"25219","Q16891","ENSG00000132305","IMMT"
"25222","Q70CQ4","ENSG00000103404","USP31"
"25224","Q96B18","ENSG00000197380","DACT3"
"25227","P55017","ENSG00000070915","SLC12A3"
"25228","Q96BN8","ENSG00000154124","OTULIN"
"25229","Q9BSD3","ENSG00000171792","RHNO1"
"25230","Q17RY6","ENSG00000160886","LY6K"
"25231","Q9P2W9","ENSG00000168818","STX18"
"25234","P55039","ENSG00000108591","DRG2"
"25237","Q10471","ENSG00000143641","GALNT2"
"25238","Q96RN1","ENSG00000112053","SLC26A8"
"25241","Q14032","ENSG00000136881","BAAT"
"25244","Q96NB2","ENSG00000156398","SFXN2"
"25245","Q96MG7","ENSG00000185115","NSMCE3"
"25246","Q15233","ENSG00000147140","NONO"
"25247","Q9BZY9","ENSG00000233573","TRIM31"
"25248","O95365","ENSG00000178951","ZBTB7A"
"25249","O75976","ENSG00000108582","CPD"
"25250","O43678","ENSG00000131495","NDUFA2"
"25252","Q96L91","ENSG00000183495","EP400"
"25254","Q96KQ7","ENSG00000206376","EHMT2"
"25255","P24821","ENSG00000041982","TNC"
"25258","P35590","ENSG00000066056","TIE1"
"25260","Q96C92","ENSG00000165689","SDCCAG3"
"25262","P40939","ENSG00000084754","HADHA"
"25265","Q9UK85","ENSG00000104901","DKKL1"
"25267","P01023","ENSG00000175899","A2M"
"25272","P20585","ENSG00000113318","MSH3"
"25274","Q8NHC8","ENSG00000278659","OR2T6"
"25275","Q6UXX9","ENSG00000147655","RSPO2"
"25277","P07477","ENSG00000274247","PRSS1"
"25278","Q12797","ENSG00000198363","ASPH"
"25280","Q641Q3","ENSG00000176845","METRNL"
"25284","O15209","ENSG00000227780","ZBTB22"
"25285","Q96BW1","ENSG00000094841","UPRT"
"25287","P84095","ENSG00000177105","RHOG"
"25288","Q9GZK6","ENSG00000226931","OR2J1"
"25290","Q0VFZ6","ENSG00000154479","CCDC173"
"25292","Q8IV01","ENSG00000173227","SYT12"
"25295","Q8NET4","ENSG00000243978","RGAG1"
"25296","Q2M389","ENSG00000136051","KIAA1033"
"25297","Q9BRT6","ENSG00000139233","LLPH"
"25298","P17693","ENSG00000230413","HLA-G"
"25299","Q86YP4","ENSG00000167491","GATAD2A"
"25300","Q86VR2","ENSG00000141699","FAM134C"
"25301","Q9Y3Q8","ENSG00000166925","TSC22D4"
"25302","P42898","ENSG00000177000","MTHFR"
"25306","Q9UC06","ENSG00000187792","ZNF70"
"25307","Q96QS3","ENSG00000004848","ARX"
"25309","P59542","ENSG00000263028","TAS2R19"
"25311","O14828","ENSG00000263290","SCAMP3"
"25312","O43869","ENSG00000273508","OR2T1"
"25314","Q5JRS4","ENSG00000196266","OR10J3"
"25315","P06753","ENSG00000143549","TPM3"
"25316","Q53LP3","ENSG00000198142","SOWAHC"
"25318","Q13201","ENSG00000138722","MMRN1"
"25319","P02708","ENSG00000138435","CHRNA1"
"25320","A6NGA9","ENSG00000187806","TMEM202"
"25321","O43657","ENSG00000000003","TSPAN6"
"25324","P27658","ENSG00000144810","COL8A1"
"25325","Q02161","ENSG00000187010","RHD"
"25328","Q6IEU7","ENSG00000254834","OR5M10"
