target,target_id,target_gene_symbol,target_uniprot,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,type,action,action_comment,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin(D-Trp<sup>2</sup>) (pig),6095,,,178102716,Agonist,Agonist,"",f,,"",pKi,,6.2,,Ki,,630.96,,=,"","","",9880084
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin-like peptide,3596,Galp,Rat,135651752,Agonist,Agonist,"",f,,"",pIC50,,7.35,,IC50,,45,,=,"","","",20880399
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin-like peptide,3594,GALP,Human,135651754,Agonist,Agonist,"",f,,"",pIC50,,7.11,,IC50,,77,,=,"","","",15944009
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin-like peptide,6120,GALP,Pig,178102741,Agonist,Agonist,"",f,,"",pIC50,,8.37,,IC50,,4.3,,=,"","","",10601261
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin-like peptide,6120,GALP,Pig,178102741,Agonist,Agonist,"",f,,"",pEC50,,7.52,,EC50,,30,,=,"","","",10601261
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,Gal-B2,6105,,,178102726,Agonist,Agonist,"",f,,"",pKi,,8.46,,Ki,,3.5,,=,"","","",19053761
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,Gal-B2-C<sub>10</sub>,6112,,,178102733,Agonist,Agonist,"",f,,"",pKi,,8.89,,Ki,,1.3,,=,"","","",19199479
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,Gal-B2-C<sub>12</sub>,6113,,,178102734,Agonist,Agonist,"",f,,"",pKi,,8.85,,Ki,,1.4,,=,"","","",19199479
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,Gal-B2-C<sub>14</sub>,6114,,,178102735,Agonist,Agonist,"",f,,"",pKi,,8.59,,Ki,,2.6,,=,"","","",19199479
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,Gal-B2-C<sub>18</sub>,6115,,,178102736,Agonist,Agonist,"",f,,"",pKi,,8.4,,Ki,,4,,=,"","","",19199479
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,Gal-B2-C<sub>8</sub>,6111,,,178102732,Agonist,Agonist,"",f,,"",pKi,,9.15,,Ki,,0.7,,=,"","","",19199479
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,Gal-B2-dPEG<sub>24</sub>,6106,,,178102727,Agonist,Agonist,"",f,,"",pKi,,8.89,,Ki,,1.3,,=,"","","",23259957
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,Gal-B2-MPEG<sub>4</sub>,6116,,,178102737,Agonist,Agonist,"",f,,"",pKi,,9.3,,Ki,,0.5,,=,"","","",19199479
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,Gal-B5,6107,,,178102728,Agonist,Agonist,"",f,,"",pKi,,6.41,,Ki,,387,,=,"","","",19053761
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,Gal-(K)4,6110,,,178102731,Agonist,Agonist,"",f,,"",pKi,,9.4,,Ki,,0.4,,=,"","","",19199479
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galmic,6119,,,178102740,Agonist,Agonist,"",f,,"",pKi,,4.47,,Ki,,34200,,=,"","","",15944006|15240875
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galnon,6118,,,178102739,Agonist,Agonist,"",f,,"",pKi,,4.93,,Ki,,11700,,=,"","","",15944006|15240875
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,GALP(1-32) (human),6121,,,178102742,Agonist,Agonist,"",f,,"",pIC50,,6.89,,IC50,,129,,=,"","","",15944009
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,GALP(3-32) (human),6122,,,178102743,Agonist,Agonist,"",f,,"",pIC50,,7.48,,IC50,,33,,=,"","","",15944009
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galparan,6096,,,178102717,Agonist,Agonist,"",f,,"",pKd,,8.19,,Kd,,6.4,,=,"","","",8738882
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,J18 (galanin analogue),6075,,,178102696,Agonist,Agonist,"",f,,"",pKi,,6.86,,Ki,,138,,=,"","","",23600864
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,J20 (galanin analogue),6076,,,178102697,Agonist,Agonist,"",f,,"",pKi,,7.6,,Ki,,25,,=,"","","",23600864
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,M1145,6101,,,178102722,Agonist,Agonist,"",f,f,"",pKi,,6.23000001907349,,Ki,,587,,=,"","","",19467704
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,M1151,6102,,,178102723,Agonist,Agonist,"",f,,"",pKi,,7.01,,Ki,,98.6,,=,"","","",21333705
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,M1152,6103,,,178102724,Agonist,Agonist,"",f,,"",pKi,,5.63,,Ki,,2370,,=,"","","",21333705
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,M1153,6104,,,178102725,Agonist,Agonist,"",f,,"",pKi,,5.72,,Ki,,1890,,=,"","","",21333705
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,M1160,6074,,,178102695,Agonist,Agonist,"",f,,"",pKi,,4.81,,Ki,,15500,,=,"","","",23192661
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,M242,6099,,,178102720,Agonist,Agonist,"",f,,"",pKi,,9.6,,Ki,,0.25,,=,"","","",11600206
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,M617,6100,,,178102721,Agonist,Agonist,"",f,,"",pKi,,9.64,,Ki,,0.23,,=,"","","",
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,"[N-Me,des-Sar]Gal-B2",6109,,,178102730,Agonist,Agonist,"",f,,"",pKi,,6.44,,Ki,,364.5,,=,"","","",20121116
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,"[Sar<sup>1</sup>, D-Ala<sup>12</sup>]galanin(1-16)",6082,,,178102703,Agonist,Agonist,"",f,,"",pIC50,,9.4,,IC50,,0.4,,=,"","","",11491429
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,[<sup>125</sup>I][Tyr<sup>26</sup>]galanin (human),5391,,,178102049,Agonist,Agonist,High affinity receptors,f,f,"",pKd,,10.3100004196167,,Kd,,0.0489000007510185,,=,"","","",9808667
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,[<sup>125</sup>I][Tyr<sup>26</sup>]galanin (human),5391,,,178102049,Agonist,Agonist,Low affinity receptors,f,f,"",pKd,,7.82999992370605,,Kd,,14.6999998092651,,=,"","","",9808667
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,[<sup>125</sup>I][Tyr<sup>26</sup>]galanin (pig),6117,,,178102738,Agonist,Agonist,Two populations of binding sites have been identified in transfected cells with K<sub>d</sub>s of 0.3 and 0.019nM.,f,,"",pKd,10.72,,9.52,Kd,0.3,,0.019,=,"","","",9305929|9722565|8750821|9685625|8562318|9578584
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,[<sup>125</sup>I][Tyr<sup>26</sup>]galanin (pig),6117,,,178102738,Agonist,Agonist,"",f,f,"",pKd,,9.81999969482422,,Kd,,0.150000005960464,,=,"","","",9880084
GAL<sub>1</sub> receptor,243,Galr1,P56479,,,,,,Mouse,[<sup>125</sup>I][Tyr<sup>26</sup>]galanin (rat/mouse),5390,,,178102048,Agonist,Agonist,"",f,,"",pKd,,9.87,,Kd,,0.134,,=,"","","",9271210
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,"[<sup>19</sup>Lys,<sup>26</sup>Leu]-galparan",6097,,,178102718,Agonist,Agonist,"",f,,"",pKd,,9.15,,Kd,,0.71,,=,"","","",8738882
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,[<sup>2</sup>Ala]-galparan,6098,,,178102719,Agonist,Agonist,"",f,,"",pKd,,5.8,,Kd,,1585,,=,"","","",8738882
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin,3593,Gal|Gal,Mouse|Rat,135651750,Agonist,Full agonist,"",f,,"",pKi,10.1,,8.76,Ki,1.75,,0.08,=,"","","",9880084|7524088|19467704|21333705|15944002
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin,6129,GAL,Pig,178102750,Agonist,Full agonist,"",f,,"",pKi,10.6,,9.64,Ki,0.23,,0.025,=,"","","",9808667|9880084|7524088
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin,3592,GAL,Human,135651751,Agonist,Full agonist,"",f,,"",pKi,9.85,,9.22,Ki,0.6,,0.14,=,"","","",9722565|8562318
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin,3593,Gal|Gal,Mouse|Rat,135651750,Agonist,Full agonist,"",t,,"",pIC50,10.01,,8.85,IC50,1.4,,0.097,=,"","","",10601261|20880399
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin,6129,GAL,Pig,178102750,Agonist,Full agonist,"",f,,"",pKd,,9.13,,Kd,,0.74,,=,"","","",8738882
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin,3592,GAL,Human,135651751,Agonist,Full agonist,"",f,,"",pIC50,10.22,,10.15,IC50,0.07,,0.06,=,"","","",9168941|9108306
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin,6129,GAL,Pig,178102750,Agonist,Full agonist,"",f,,"",pKd,,9.1,,Kd,,0.8,,=,"","","",7524088
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin,6129,GAL,Pig,178102750,Agonist,Full agonist,"",f,,"",pIC50,10.22,,10.15,IC50,0.07,,0.06,=,"","","",9168941|9108306
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin,3592,GAL,Human,135651751,Agonist,Full agonist,"",t,,"",pKi,10.51,,9.1,Ki,0.8,,0.031,=,"","","",9808667|9880084|7524088|11600206
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin,3593,Gal|Gal,Mouse|Rat,135651750,Agonist,Full agonist,"",t,,"",pKi,10.1,,9,Ki,1,,0.08,=,"","","",9722565|9281594|8562318|9405385|9742938
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin,6129,GAL,Pig,178102750,Agonist,Full agonist,"",f,,"",pKi,10,,9.09,Ki,0.82,,0.1,=,"","","",9305929|9722565|8750821|8562318
GAL<sub>1</sub> receptor,243,Galr1,P56479,,,,,,Mouse,galanin,3593,Gal|Gal,Mouse|Rat,135651750,Agonist,Full agonist,"",t,,"",pKi,10.33,,9.34,Ki,0.46,,0.047,=,"","","",9271210|9832122
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin,3592,GAL,Human,135651751,Agonist,Full agonist,"",t,,"",pIC50,9.89,,9.57,IC50,0.27,,0.13,=,"","","",11481429|9168941|9685625
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin,6129,GAL,Pig,178102750,Agonist,Full agonist,"",f,,"",pIC50,9.85,,9.8,IC50,0.16,,0.14,=,"","","",9168941|9685625
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin,3593,Gal|Gal,Mouse|Rat,135651750,Agonist,Full agonist,"",t,,"",pEC50,,9.8,,EC50,,0.16,,=,"","","",10601261
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin,3593,Gal|Gal,Mouse|Rat,135651750,Agonist,Full agonist,"",f,,"",pIC50,,9.89,,IC50,,0.13,,=,"","","",9685625
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin(2-29) (pig),6130,,,178102751,Agonist,Full agonist,"",f,,"",pKi,,7.58,,Ki,,26.3,,=,"","","",9880084
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin(2-29) (pig),6130,,,178102751,Agonist,Full agonist,"",f,,"",pIC50,,7.52,,IC50,,30.4,,=,"","","",9685625
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin(2-29) (pig),6130,,,178102751,Agonist,Full agonist,"",f,,"",pKi,8.15,,7.08,Ki,82.5,,7.14,=,"","","",8750821|8562318
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,galanin(2-29) (rat/mouse),3876,,,178100712,Agonist,Full agonist,"",f,,"",pIC50,,8,,IC50,,10,,=,"","","",9168941
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin(2-29) (rat/mouse),3876,,,178100712,Agonist,Full agonist,"",f,,"",pIC50,,8.14,,IC50,,7.2,,=,"","","",9168941|9108306
GAL<sub>1</sub> receptor,243,Galr1,P56479,,,,,,Mouse,galanin(2-29) (rat/mouse),3876,,,178100712,Agonist,Full agonist,"",f,,"",pKi,7.97,,7.07,Ki,84.6,,10.8,=,"","","",9271210|9832122
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,galanin(2-29) (rat/mouse),3876,,,178100712,Agonist,Full agonist,"",f,,"",pKi,7.07,,5.96,Ki,1100,,85,=,"","","",9281594|9405385|9742938
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,"2,3-dihydro-1,4-dithiin-1,1,4,4-tetroxide",3486,,,178100476,Antagonist,Antagonist,"",f,f,"",pIC50,,5.57000017166138,,IC50,,2700,,=,"","","",10896115
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,C7,3861,,,178100700,Antagonist,Antagonist,"",f,,"",pKi,10.09,,9.16,Ki,0.69,,0.082,=,"","","",9808667|9880084
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,C7,3861,,,178100700,Antagonist,Antagonist,"",f,,"",pIC50,,8.31,,IC50,,4.9,,=,"","","",9168941|9108306
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,C7,3861,,,178100700,Antagonist,Antagonist,"",f,,"",pKi,9.55,,7.8,Ki,16,,0.28,=,"","","",9305929|9722565|8750821
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,C7,3861,,,178100700,Antagonist,Antagonist,"",f,,"",pIC50,8.98,,8.2,IC50,6.3,,1.04,=,"","","",9168941|9685625
GAL<sub>1</sub> receptor,243,Galr1,P56479,,,,,,Mouse,C7,3861,,,178100700,Antagonist,Antagonist,"",f,,"",pKi,9.02,,8.7,Ki,2,,0.96,=,"","","",9271210|9832122
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,"dithiipin-1,1,4,4-tetroxide analogue 7",6124,,,178102745,Antagonist,Antagonist,"",f,,"",pIC50,,6.72,,IC50,,190,,=,"","","",10896115
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,GalR3ant,6127,,,178102748,Antagonist,Antagonist,"",f,,"",pKi,,5,,Ki,,10000,,>,"","","",15944007
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,M15,3896,,,178100730,Antagonist,Antagonist,"",f,,"",pIC50,8.84,,8.82,IC50,1.5,,1.46,=,"","","",9168941|9685625
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,M15,3896,,,178100730,Antagonist,Antagonist,"",f,,"",pKi,9.19,,8,Ki,10,,0.65,=,"","","",9305929|9722565|9281594|8750821
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,M15,3896,,,178100730,Antagonist,Antagonist,"",f,,"",pKi,10.57,,9.4,Ki,0.4,,0.027,=,"","","",9808667|9880084|15944002
GAL<sub>1</sub> receptor,243,Galr1,P56479,,,,,,Mouse,M15,3896,,,178100730,Antagonist,Antagonist,"",f,,"",pKi,8.65,,8.2,Ki,6.3,,2.24,=,"","","",9271210|9832122
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,M15,3896,,,178100730,Antagonist,Antagonist,"",f,,"",pIC50,,9,,IC50,,1,,=,"","","",9168941|9108306
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,M32,3897,,,178100731,Antagonist,Antagonist,"",f,,"",pKi,9.74,,9.59,Ki,0.26,,0.18,=,"","","",9880084|11600206
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,M32,3897,,,178100731,Antagonist,Antagonist,"",f,,"",pKi,9.22,,9.17,Ki,0.68,,0.6,=,"","","",9305929|9722565
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,M35,3898,,,178100732,Antagonist,Antagonist,"",f,,"",pIC50,,11,,IC50,,0.01,,=,"","","",9168941|9108306
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,M35,3898,,,178100732,Antagonist,Antagonist,"",f,,"",pKi,10.92,,8.32,Ki,4.8,,0.012,=,"","","",9808667|9880084|15944002
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,M35,3898,,,178100732,Antagonist,Antagonist,"",f,,"",pIC50,,10.4,,IC50,,0.04,,=,"","","",9168941
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,M35,3898,,,178100732,Antagonist,Antagonist,"",f,,"",pKi,9.52,,9.34,Ki,0.46,,0.3,=,"","","",9305929|9722565|8750821
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,M40,3899,,,178100733,Antagonist,Antagonist,"",f,,"",pKi,8.4,,7.95,Ki,11.3,,4,=,"","","",9305929|9722565|8750821
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,M40,3899,,,178100733,Antagonist,Antagonist,"",f,,"",pIC50,,9.3,,IC50,,0.5,,=,"","","",9168941
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,M40,3899,,,178100733,Antagonist,Antagonist,"",f,,"",pKi,9.96,,8.62,Ki,2.4,,0.11,=,"","","",9808667|9880084|15944002
GAL<sub>1</sub> receptor,243,Galr1,P56479,,,,,,Mouse,M40,3899,,,178100733,Antagonist,Antagonist,"",f,,"",pKi,10.4,,9.37,Ki,0.43,,0.04,=,"","","",9271210|9832122
GAL<sub>1</sub> receptor,243,Galr1,Q62805,,,,,,Rat,M40,3899,,,178100733,Antagonist,Antagonist,"",f,,"",pIC50,,9.05,,IC50,,0.9,,=,"","","",9168941|9108306
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,M871,3900,,,178100734,Antagonist,Antagonist,"",f,,"",pKi,,6.38,,Ki,,420,,=,"","","",
GAL<sub>1</sub> receptor,243,GALR1,P47211,,,,,,Human,Sch 202596,6128,,,178102749,Antagonist,Antagonist,"",f,,"",pKi,,5.77,,Ki,,1700,,=,"","","",
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,alarin,6123,Galp,Rat,178102744,Agonist,Agonist,"",f,,"",pIC50,,6,,IC50,,1000,,>,"","","",20880399
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,"(D-Thr<sup>6</sup>, D-Trp<sup>8,9</sup>)galanin(1-15)ol",6133,,,178102754,Agonist,Agonist,"",f,,"",pKi,,5.9,,Ki,,1250,,>,"","","",9281594
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(10-29) (pig),6094,,,178102715,Agonist,Agonist,"",f,,"",pEC50,,6,,EC50,,1000,,>,"","","",9685625
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,galanin(10-29) (pig),6094,,,178102715,Agonist,Agonist,"",f,,"",pIC50,,6,,IC50,,1000,,=,"","","",9427506
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(10-29) (rat/mouse),6093,,,178102714,Agonist,Agonist,"",f,,"",pKi,,6.15,,Ki,,700,,>,"","","",9480833
GAL<sub>2</sub> receptor,244,Galr2,O88854,,,,,,Mouse,galanin(10-29) (rat/mouse),6093,,,178102714,Agonist,Agonist,"",f,,"",pKi,,5.73,,Ki,,1860,,>,"","","",9832122
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(1-10),6140,,,178102761,Agonist,Agonist,"",f,,"",pKi,,6.15,,Ki,,700,,>,"","","",9480833
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,galanin(1-11),6084,,,178102705,Agonist,Agonist,"",f,,"",pIC50,,8.78,,IC50,,1.65,,=,"","","",11481429
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(1-12),6141,,,178102762,Agonist,Agonist,"",f,,"",pKi,,8.19,,Ki,,6.4,,=,"","","",9480833
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(1-15),6086,,,178102707,Agonist,Agonist,"",f,,"",pIC50,,8.61,,IC50,,2.47,,=,"","","",9685625
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(1-15),6086,,,178102707,Agonist,Agonist,"",f,,"",pEC50,,9.14,,EC50,,0.72,,=,"","","",9685625
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(1-15),6086,,,178102707,Agonist,Agonist,"",f,,"",pKi,,8.46,,Ki,,3.5,,=,"","","",9480833
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,galanin(1-15),6086,,,178102707,Agonist,Agonist,"",f,,"",pIC50,,8.13,,IC50,,7.4,,=,"","","",9427506
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,galanin(1-15),6086,,,178102707,Agonist,Agonist,"",f,,"",pEC50,,7.19,,EC50,,65,,=,"","","",9305929
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,galanin(1-15),6086,,,178102707,Agonist,Agonist,"",f,,"",pKi,,9.15,,Ki,,0.7,,=,"","","",9305929
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,galanin(1-16) (rat/mouse/pig),6087,,,178102708,Agonist,Agonist,"",f,,"",pEC50,,7.03,,EC50,,94,,=,"","","",9305929
GAL<sub>2</sub> receptor,244,Galr2,O88854,,,,,,Mouse,galanin(1-16) (rat/mouse/pig),6087,,,178102708,Agonist,Agonist,"",f,,"",pKi,,7.93,,Ki,,11.8,,=,"","","",9832122
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,galanin(1-16) (rat/mouse/pig),6087,,,178102708,Agonist,Agonist,"",f,,"",pIC50,8.52,,7.88,IC50,13.2,,3,=,"","","",9427506|9108306
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,galanin(1-16) (rat/mouse/pig),6087,,,178102708,Agonist,Agonist,"",f,,"",pKi,8.74,,7.89,Ki,13,,1.8,=,"","","",9305929|9722565|9281594|9405385|9742938|9832122
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(1-16) (rat/mouse/pig),6087,,,178102708,Agonist,Agonist,"",f,,"",pIC50,,8.66,,IC50,,2.17,,=,"","","",9685625
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(1-16) (rat/mouse/pig),6087,,,178102708,Agonist,Agonist,"",f,,"",pKi,8.8,,7.89,Ki,13,,1.6,=,"","","",9880084|19053761|9480833
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(1-16) (rat/mouse/pig),6087,,,178102708,Agonist,Agonist,"",f,,"",pEC50,9.38,,7.26,EC50,54.95,,0.42,=,"","","",9880084|9685625
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,galanin(1-19) (rat/mouse),6139,,,178102760,Agonist,Agonist,"",f,,"",pKi,,8.33,,Ki,,4.7,,=,"","","",9405385
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(1-20)  (human),6137,,,178102758,Agonist,Agonist,"",f,,"",pKi,,9.11,,Ki,,0.78,,=,"","","",9480833
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,galanin(2-11),5357,,,178102019,Agonist,Agonist,"",f,,"",pIC50,,8.75,,IC50,,1.76,,=,"","","",11481429
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(2-11),5357,,,178102019,Agonist,Agonist,"",f,,"",pKi,,7.78,,Ki,,16.6,,=,"","","",19467704
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,galanin(2-11),5357,,,178102019,Agonist,Agonist,"",f,,"",pKi,,7.06,,Ki,,88,,=,"","","",15944007
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(3-29) (pig),6091,,,178102712,Agonist,Agonist,"",f,,"",pIC50,,6,,IC50,,1000,,>,"","","",9427506|9685625
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(3-29) (pig),6091,,,178102712,Agonist,Agonist,"",f,,"",pKi,,6,,Ki,,1000,,>,"","","",9880084
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(3-29) (pig),6091,,,178102712,Agonist,Agonist,"",f,,"",pEC50,,6,,EC50,,1000,,>,"","","",9880084
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,galanin(3-29) (pig),6091,,,178102712,Agonist,Agonist,"",f,,"",pKi,,6,,Ki,,1000,,>,"","","",9305929|9722565
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,galanin(3-29) (pig),6091,,,178102712,Agonist,Agonist,"",f,,"",pEC50,,6,,EC50,,1000,,>,"","","",9305929
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(3-29) (rat/mouse),6092,,,178102713,Agonist,Agonist,"",f,,"",pKi,,6.15,,Ki,,700,,>,"","","",9480833
GAL<sub>2</sub> receptor,244,Galr2,O88854,,,,,,Mouse,galanin(3-29) (rat/mouse),6092,,,178102713,Agonist,Agonist,"",f,,"",pKi,,5.66,,Ki,,2200,,>,"","","",9832122
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,galanin(3-29) (rat/mouse),6092,,,178102713,Agonist,Agonist,"",f,,"",pIC50,,6,,IC50,,1000,,>,"","","",9108306
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,galanin(3-29) (rat/mouse),6092,,,178102713,Agonist,Agonist,"",f,,"",pKi,6,,5.51,Ki,3125,,1000,=,"","","",9405385|9742938|9832122
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(3-30) (human),6138,,,178102759,Agonist,Agonist,"",f,,"",pKi,,6.15,,Ki,,700,,>,"","","",9480833
GAL<sub>2</sub> receptor,244,Galr2,O08726,,,,,,Rat,galanin(5-29) (pig),5359,,,178102021,Agonist,Agonist,"",f,f,"",pIC50,,6.69999980926514,,IC50,,200,,=,"","","",7683428
GAL<sub>2</sub> receptor,244,GALR2,O43603,,,,,,Human,galanin(5-29) (rat/mouse),6134,,,178102755,Agonist,Agonist,"",f,,"",pKi,,6.15,,Ki,,700,,>,"","","",9480833
