protein_uniprot,ensembl,gene_name
Q00889,ENSG00000170848,PSG6
Q13148,ENSG00000120948,TARDBP
Q9HAU0,ENSG00000052126,PLEKHA5
Q5MNZ9,ENSG00000070540,WIPI1
Q14585,ENSG00000251247,ZNF345
Q5SRI9,ENSG00000172469,MANEA
P51948,ENSG00000020426,MNAT1
Q9Y4U1,ENSG00000132763,MMACHC
Q9UQ84,ENSG00000174371,EXO1
Q8TDB8,ENSG00000173262,SLC2A14
Q9H7L2,ENSG00000104970,KIR3DX1
Q9H4G0,ENSG00000088367,EPB41L1
Q8IXK2,ENSG00000119514,GALNT12
Q9UK32,ENSG00000072133,RPS6KA6
Q96LR9,ENSG00000178878,APOLD1
Q9H0X6,ENSG00000212864,RNF208
Q96EI5,ENSG00000133142,TCEAL4
Q99946,ENSG00000238056,PRRT1
Q9Y2K1,ENSG00000126804,ZBTB1
Q14728,ENSG00000109736,MFSD10
Q8IWV1,ENSG00000122188,LAX1
Q8WUD4,ENSG00000160799,CCDC12
Q9Y5B6,ENSG00000263141,PAXBP1
Q08ER8,ENSG00000178229,ZNF543
P34947,ENSG00000198873,GRK5
Q96Q45,ENSG00000155755,TMEM237
Q14586,ENSG00000185947,ZNF267
Q13085,ENSG00000278540,ACACA
O75290,ENSG00000197782,ZNF780A
Q96BT3,ENSG00000102901,CENPT
O60296,ENSG00000115993,TRAK2
Q9BZF9,ENSG00000137831,UACA
Q8N2E6,ENSG00000160404,TOR2A
Q9NYG2,ENSG00000163812,ZDHHC3
Q9GZU1,ENSG00000090674,MCOLN1
Q9HC62,ENSG00000163904,SENP2
P19440,ENSG00000100031,GGT1
Q9Y6Q3,ENSG00000136866,ZFP37
Q3SY52,ENSG00000171649,ZIK1
P29377,ENSG00000169906,S100G
Q5JU69,ENSG00000160404,TOR2A
Q9H2G2,ENSG00000065613,SLK
Q96M60,ENSG00000166262,FAM227B
P43628,ENSG00000276459,KIR2DL3
Q9Y618,ENSG00000196498,NCOR2
Q19AV6,ENSG00000214941,ZSWIM7
P35749,ENSG00000133392,MYH11
Q96EP5,ENSG00000071626,DAZAP1
Q6PIW4,ENSG00000132436,FIGNL1
O75023,ENSG00000105609,LILRB5
C9JVI0,ENSG00000233136,USP17L11
Q14157,ENSG00000143569,UBAP2L
P84098,ENSG00000108298,RPL19
Q5QJ74,ENSG00000154114,TBCEL
Q9BXN2,ENSG00000172243,CLEC7A
P46695,ENSG00000137331,IER3
P49642,ENSG00000198056,PRIM1
Q14656,ENSG00000177854,TMEM187
Q9HCX4,ENSG00000069018,TRPC7
Q9H8X9,ENSG00000188818,ZDHHC11
Q56UN5,ENSG00000176601,MAP3K19
O00273,ENSG00000160049,DFFA
Q53G59,ENSG00000117153,KLHL12
P43629,ENSG00000167633,KIR3DL1
Q8WWZ1,ENSG00000136697,IL1F10
Q96Q05,ENSG00000167632,TRAPPC9
Q9Y693,ENSG00000183722,LHFP
P20702,ENSG00000140678,ITGAX
Q13523,ENSG00000112739,PRPF4B
Q96Q27,ENSG00000278693,ASB2
Q9H0E3,ENSG00000136715,SAP130
Q8IY49,ENSG00000136297,MMD2
P30954,ENSG00000196184,OR10J1
P56556,ENSG00000277365,NDUFA6
Q96K30,ENSG00000139405,RITA1
B2RXH8,ENSG00000275774,HNRNPCL2
P48378,ENSG00000087903,RFX2
Q15513,ENSG00000213029,SPHAR
A6NI15,ENSG00000151379,MSGN1
Q9UKT4,ENSG00000112029,FBXO5
Q86U17,ENSG00000186910,SERPINA11
Q9Y2X8,ENSG00000078967,UBE2D4
O75367,ENSG00000113648,H2AFY
Q9C0D2,ENSG00000166004,CEP295
Q9UH77,ENSG00000146021,KLHL3
Q9BWP8,ENSG00000118004,COLEC11
O00750,ENSG00000133056,PIK3C2B
P52594,ENSG00000173744,AGFG1
P78332,ENSG00000004534,RBM6
Q6NW34,ENSG00000163608,NEPRO
Q96J42,ENSG00000113621,TXNDC15
Q13227,ENSG00000132522,GPS2
O60346,ENSG00000081913,PHLPP1
Q8IUE1,ENSG00000153779,TGIF2LX
Q13253,ENSG00000183691,NOG
Q96E29,ENSG00000156469,MTERF3
Q9BXD5,ENSG00000135838,NPL
P29323,ENSG00000133216,EPHB2
P51606,ENSG00000102032,RENBP
Q92496,ENSG00000134365,CFHR4
Q04725,ENSG00000065717,TLE2
O14931,ENSG00000223833,NCR3
Q6IBS0,ENSG00000247596,TWF2
Q9NQ86,ENSG00000152503,TRIM36
Q969S8,ENSG00000100429,HDAC10
Q6ZNG9,ENSG00000184619,KRBA2
Q8TCV5,ENSG00000175121,WFDC5
Q8N307,ENSG00000275501,MUC20
Q76KP1,ENSG00000182272,B4GALNT4
Q8N0W5,ENSG00000174628,IQCK
Q9NU19,ENSG00000065491,TBC1D22B
O60885,ENSG00000141867,BRD4
Q9Y4H2,ENSG00000185950,IRS2
Q9NYW2,ENSG00000121314,TAS2R8
Q6N069,ENSG00000172766,NAA16
Q9UBN4,ENSG00000133107,TRPC4
Q3KQZ1,ENSG00000125434,SLC25A35
Q14653,ENSG00000126456,IRF3
O00142,ENSG00000166548,TK2
Q8NGG2,ENSG00000262851,OR5T2
Q3LI54,ENSG00000206102,KRTAP19-8
O43464,ENSG00000115317,HTRA2
Q9NRW7,ENSG00000136631,VPS45
Q5TYX0,ENSG00000270601,PRAMEF5
O75964,ENSG00000167283,ATP5L
Q9NPD8,ENSG00000077152,UBE2T
A6NDK9,ENSG00000167195,GOLGA6C
Q9NYB5,ENSG00000139155,SLCO1C1
Q6MZP7,ENSG00000189308,LIN54
Q9BXJ3,ENSG00000172247,C1QTNF4
A6NJ69,ENSG00000182700,IGIP
Q8NI35,ENSG00000132849,PATJ
Q8NA54,ENSG00000164675,IQUB
Q5VWN6,ENSG00000108021,FAM208B
Q8N8C0,ENSG00000196381,ZNF781
Q8TCZ2,ENSG00000102181,CD99L2
P31689,ENSG00000086061,DNAJA1
Q9Y2R0,ENSG00000183978,COA3
Q03519,ENSG00000206299,TAP2
Q9BRG2,ENSG00000125731,SH2D3A
Q69YQ0,ENSG00000100014,SPECC1L
Q9UNA4,ENSG00000101751,POLI
Q5VZF2,ENSG00000139793,MBNL2
A6NCC3,ENSG00000206127,GOLGA8O
P43630,ENSG00000240403,KIR3DL2
Q6NV74,ENSG00000196872,KIAA1211L
P34982,ENSG00000184166,OR1D2
P17707,ENSG00000123505,AMD1
Q8TEW8,ENSG00000116117,PARD3B
Q5JQC4,ENSG00000228517,CT47A7
Q8TC84,ENSG00000203780,FANK1
Q9Y6J6,ENSG00000159197,KCNE2
Q9UJP4,ENSG00000162413,KLHL21
Q5JQC4,ENSG00000226023,CT47A6
Q9Y561,ENSG00000147650,LRP12
Q6QHC5,ENSG00000168350,DEGS2
Q9ULB1,ENSG00000179915,NRXN1
P51786,ENSG00000147117,ZNF157
Q15582,ENSG00000120708,TGFBI
Q7Z434,ENSG00000088888,MAVS
P84074,ENSG00000121905,HPCA
Q9Y6S9,ENSG00000198208,RPS6KL1
P36575,ENSG00000120500,ARR3
Q8N6P7,ENSG00000142677,IL22RA1
Q86TB9,ENSG00000166889,PATL1
Q8NEY8,ENSG00000134283,PPHLN1
P01903,ENSG00000206308,HLA-DRA
P10767,ENSG00000111241,FGF6
Q6ZXV5,ENSG00000139324,TMTC3
P20916,ENSG00000105695,MAG
Q9H098,ENSG00000065809,FAM107B
Q8TEQ6,ENSG00000082516,GEMIN5
O60934,ENSG00000104320,NBN
P58400,ENSG00000179915,NRXN1
Q9NPE3,ENSG00000182117,NOP10
Q6PGN9,ENSG00000134222,PSRC1
Q5T751,ENSG00000197084,LCE1C
Q5SQI0,ENSG00000137343,ATAT1
P09661,ENSG00000131876,SNRPA1
Q9NXG2,ENSG00000066654,THUMPD1
Q9BX51,ENSG00000149435,GGTLC1
O75529,ENSG00000135801,TAF5L
P04629,ENSG00000198400,NTRK1
Q16718,ENSG00000128609,NDUFA5
Q9Y6H3,ENSG00000166896,ATP23
Q15415,ENSG00000169800,RBMY1F
P0CG41,ENSG00000244693,CTAGE8
O95149,ENSG00000169371,SNUPN
P30825,ENSG00000139514,SLC7A1
O97980,ENSG00000158497,HMHB1
Q969K7,ENSG00000121900,TMEM54
Q15051,ENSG00000173226,IQCB1
Q8TDI7,ENSG00000149488,TMC2
Q99575,ENSG00000104356,POP1
Q6UW78,ENSG00000204922,UQCC3
P01833,ENSG00000162896,PIGR
O00567,ENSG00000101361,NOP56
A8MTL3,ENSG00000215277,RNF212B
Q16740,ENSG00000125656,CLPP
Q8WVP5,ENSG00000185361,TNFAIP8L1
O95873,ENSG00000226103,C6orf47
Q2KHM9,ENSG00000198920,KIAA0753
Q69YW2,ENSG00000203685,STUM
O75594,ENSG00000008438,PGLYRP1
Q5T1M5,ENSG00000119321,FKBP15
Q96RD9,ENSG00000143297,FCRL5
Q6PIY5,ENSG00000198520,C1orf228
P10275,ENSG00000169083,AR
P0CW27,ENSG00000278749,CCDC166
Q5W0Q7,ENSG00000132952,USPL1
P56524,ENSG00000068024,HDAC4
Q9UBU7,ENSG00000006634,DBF4
O75879,ENSG00000059691,GATB
Q9UBF9,ENSG00000120729,MYOT
Q08AF3,ENSG00000166750,SLFN5
Q8TAE8,ENSG00000179271,GADD45GIP1
Q8N307,ENSG00000278114,MUC20
Q5SQH8,ENSG00000204564,C6orf136
Q9P2S6,ENSG00000144504,ANKMY1
Q9P0U1,ENSG00000196683,TOMM7
P03950,ENSG00000214274,ANG
P08237,ENSG00000152556,PFKM
Q8NGI8,ENSG00000176495,OR5AN1
P06858,ENSG00000175445,LPL
Q02338,ENSG00000275544,BDH1
P40198,ENSG00000170956,CEACAM3
Q8N475,ENSG00000168843,FSTL5
Q3MIW9,ENSG00000232251,DPCR1
P0C0L5,ENSG00000224389,C4B
P07437,ENSG00000229684,TUBB
P10147,ENSG00000278567,CCL3
O75173,ENSG00000158859,ADAMTS4
Q9Y3P9,ENSG00000011454,RABGAP1
Q96PD5,ENSG00000161031,PGLYRP2
Q8WWW0,ENSG00000266094,RASSF5
Q9BXS9,ENSG00000225697,SLC26A6
Q9HAS0,ENSG00000108666,C17orf75
P07814,ENSG00000136628,EPRS
O60641,ENSG00000065609,SNAP91
Q8NBT2,ENSG00000161888,SPC24
A6NMK8,ENSG00000204767,FAM196B
P02647,ENSG00000118137,APOA1
Q9UJX3,ENSG00000196510,ANAPC7
Q6L8G9,ENSG00000205864,KRTAP5-6
Q96D05,ENSG00000171224,C10orf35
Q8WZ59,ENSG00000160472,TMEM190
O43760,ENSG00000108639,SYNGR2
Q99965,ENSG00000104755,ADAM2
Q7Z419,ENSG00000137393,RNF144B
Q9H426,ENSG00000101098,RIMS4
Q86SG7,ENSG00000185674,LYG2
Q5VWM4,ENSG00000182330,PRAMEF8
Q5T2T1,ENSG00000150054,MPP7
Q86V85,ENSG00000152749,GPR180
Q8TAV3,ENSG00000073067,CYP2W1
P20292,ENSG00000132965,ALOX5AP
P34897,ENSG00000182199,SHMT2
Q9NX02,ENSG00000273992,NLRP2
Q5T3J3,ENSG00000121931,LRIF1
P07864,ENSG00000166796,LDHC
Q9BSH4,ENSG00000136463,TACO1
Q5T5D7,ENSG00000117010,ZNF684
Q14106,ENSG00000183864,TOB2
Q9H427,ENSG00000124249,KCNK15
Q15056,ENSG00000106682,EIF4H
Q8NGI4,ENSG00000176200,OR4D11
P0DMV8,ENSG00000215328,HSPA1A
Q13151,ENSG00000177733,HNRNPA0
Q75QN2,ENSG00000164941,INTS8
Q9HCQ5,ENSG00000182870,GALNT9
P01375,ENSG00000228849,TNF
Q8IVL0,ENSG00000067798,NAV3
Q5TA78,ENSG00000187170,LCE4A
Q6W5P4,ENSG00000187258,NPSR1
Q99965,ENSG00000276286,ADAM2
Q8NG35,ENSG00000186562,DEFB105A
O95867,ENSG00000235452,LY6G6C
Q8TD06,ENSG00000173467,AGR3
Q9BX66,ENSG00000095637,SORBS1
Q2VY69,ENSG00000186026,ZNF284
P57073,ENSG00000005513,SOX8
Q8NGW6,ENSG00000180433,OR6K6
Q9NQV6,ENSG00000170325,PRDM10
Q92824,ENSG00000099139,PCSK5
Q8N6F8,ENSG00000165171,WBSCR27
Q68DL7,ENSG00000206043,C18orf63
P07492,ENSG00000134443,GRP
Q9UIJ7,ENSG00000147853,AK3
Q9C0B0,ENSG00000132478,UNK
Q8N103,ENSG00000164691,TAGAP
P38606,ENSG00000114573,ATP6V1A
O14686,ENSG00000167548,KMT2D
Q96IY4,ENSG00000080618,CPB2
A6NKT7,ENSG00000153165,RGPD3
A4D1T9,ENSG00000165076,PRSS37
P00505,ENSG00000125166,GOT2
Q13627,ENSG00000157540,DYRK1A
Q9NQE9,ENSG00000111911,HINT3
Q9Y3Y4,ENSG00000171016,PYGO1
Q8TD46,ENSG00000163606,CD200R1
Q16625,ENSG00000197822,OCLN
Q86XN8,ENSG00000181588,MEX3D
Q6XD76,ENSG00000187855,ASCL4
Q96J88,ENSG00000133106,EPSTI1
Q8NFW1,ENSG00000169436,COL22A1
Q15008,ENSG00000163636,PSMD6
P39019,ENSG00000105372,RPS19
Q49AM1,ENSG00000120832,MTERF2
Q8TE69,ENSG00000197620,CXorf40A
Q7Z7B1,ENSG00000275600,PIGW
Q8WV92,ENSG00000158411,MITD1
P31327,ENSG00000021826,CPS1
Q6P9F7,ENSG00000197147,LRRC8B
Q99594,ENSG00000007866,TEAD3
Q7L211,ENSG00000139826,ABHD13
P22732,ENSG00000142583,SLC2A5
P27694,ENSG00000132383,RPA1
Q52LD8,ENSG00000162944,RFTN2
Q15475,ENSG00000126778,SIX1
Q9Y2F9,ENSG00000132640,BTBD3
Q9NVH6,ENSG00000185973,TMLHE
Q8NGL2,ENSG00000279395,OR5L1
Q9NRV9,ENSG00000013583,HEBP1
Q8N9F0,ENSG00000185818,NAT8L
O60701,ENSG00000109814,UGDH
Q9H1X1,ENSG00000172426,RSPH9
P32242,ENSG00000115507,OTX1
Q6ZMW3,ENSG00000214595,EML6
Q8N1T3,ENSG00000174527,MYO1H
Q01959,ENSG00000276996,SLC6A3
Q86WT1,ENSG00000197557,TTC30A
Q5FVE4,ENSG00000130377,ACSBG2
Q96HA9,ENSG00000104883,PEX11G
Q8NBZ0,ENSG00000169592,INO80E
Q5VTL8,ENSG00000134186,PRPF38B
P11926,ENSG00000115758,ODC1
P35659,ENSG00000124795,DEK
P46459,ENSG00000278174,NSF
P01824,ENSG00000211959,IGHV4-39
O00339,ENSG00000132561,MATN2
Q13561,ENSG00000175203,DCTN2
P11150,ENSG00000166035,LIPC
Q16698,ENSG00000104325,DECR1
P01730,ENSG00000010610,CD4
Q7Z3T1,ENSG00000238243,OR2W3
P48167,ENSG00000109738,GLRB
P78333,ENSG00000179399,GPC5
A6NKF7,ENSG00000205116,TMEM88B
Q9NP61,ENSG00000242247,ARFGAP3
P0DKB5,ENSG00000261594,TPBGL
Q9NR77,ENSG00000176894,PXMP2
Q96D42,ENSG00000113249,HAVCR1
P84022,ENSG00000166949,SMAD3
O43827,ENSG00000171819,ANGPTL7
Q96H55,ENSG00000278372,MYO19
Q9Y600,ENSG00000139631,CSAD
Q9GZK7,ENSG00000206472,OR11A1
Q14123,ENSG00000154678,PDE1C
Q14676,ENSG00000137337,MDC1
Q9Y585,ENSG00000172150,OR1A2
Q9NUQ7,ENSG00000109775,UFSP2
Q96PV6,ENSG00000276458,LENG8
Q309B1,ENSG00000108448,TRIM16L
A6NFN3,ENSG00000167281,RBFOX3
Q15459,ENSG00000099995,SF3A1
Q8N807,ENSG00000169340,PDILT
Q9H7T0,ENSG00000274338,CATSPERB
Q8NH76,ENSG00000180919,OR56B4
Q12899,ENSG00000228881,TRIM26
Q9NVM1,ENSG00000142694,EVA1B
P06744,ENSG00000105220,GPI
Q9UN30,ENSG00000047634,SCML1
Q15393,ENSG00000189091,SF3B3
Q9NXJ5,ENSG00000130517,PGPEP1
Q13118,ENSG00000155090,KLF10
O95399,ENSG00000049247,UTS2
P32314,ENSG00000170802,FOXN2
Q9UK39,ENSG00000151014,NOCT
O00257,ENSG00000141582,CBX4
Q8NA82,ENSG00000173838,Mar-10
O95872,ENSG00000232312,GPANK1
P16619,ENSG00000277768,CCL3L3
P98179,ENSG00000102317,RBM3
P11686,ENSG00000168484,SFTPC
Q15649,ENSG00000278574,ZNHIT3
Q92859,ENSG00000067141,NEO1
Q9NQG1,ENSG00000101363,MANBAL
Q9BRJ6,ENSG00000146540,C7orf50
P53671,ENSG00000182541,LIMK2
Q9NSY1,ENSG00000138756,BMP2K
Q71RS6,ENSG00000188467,SLC24A5
P53801,ENSG00000183255,PTTG1IP
Q53EV4,ENSG00000010626,LRRC23
P23528,ENSG00000172757,CFL1
Q9BU89,ENSG00000129932,DOHH
Q0P5N6,ENSG00000214087,ARL16
Q92843,ENSG00000129473,BCL2L2
Q92608,ENSG00000134516,DOCK2
Q6P1J9,ENSG00000134371,CDC73
Q9H254,ENSG00000160460,SPTBN4
P84077,ENSG00000143761,ARF1
Q9UMX2,ENSG00000143450,OAZ3
Q9BU70,ENSG00000136932,TRMO
Q9H228,ENSG00000180739,S1PR5
Q15761,ENSG00000164129,NPY5R
Q9Y334,ENSG00000238203,VWA7
Q6GV28,ENSG00000204300,TMEM225
Q8N7P3,ENSG00000177300,CLDN22
Q8TED4,ENSG00000134955,SLC37A2
O15264,ENSG00000156711,MAPK13
A6NHN0,ENSG00000182447,OTOL1
Q13542,ENSG00000148730,EIF4EBP2
Q86XI8,ENSG00000185453,C19orf68
Q7Z3Y9,ENSG00000186393,KRT26
A8K0R7,ENSG00000022976,ZNF839
H3BQW9,ENSG00000225828,FAM229A
Q9UMR5,ENSG00000206256,PPT2
P98088,ENSG00000215182,MUC5AC
Q9NP78,ENSG00000150967,ABCB9
O15067,ENSG00000178921,PFAS
P41221,ENSG00000114251,WNT5A
Q8N1I0,ENSG00000128512,DOCK4
Q53F39,ENSG00000154889,MPPE1
Q96D59,ENSG00000165188,RNF183
Q6NZY4,ENSG00000033030,ZCCHC8
Q96DR4,ENSG00000164211,STARD4
Q99909,ENSG00000165584,SSX3
Q96JZ2,ENSG00000196684,HSH2D
P49840,ENSG00000105723,GSK3A
Q6P2C0,ENSG00000140527,WDR93
Q4G163,ENSG00000156509,FBXO43
O75787,ENSG00000182220,ATP6AP2
Q8N4L4,ENSG00000181323,SPEM1
P42261,ENSG00000155511,GRIA1
Q8TF39,ENSG00000173258,ZNF483
Q13362,ENSG00000078304,PPP2R5C
Q96NI6,ENSG00000165379,LRFN5
Q9NYL9,ENSG00000138594,TMOD3
Q9HBH5,ENSG00000240857,RDH14
Q8N3Z0,ENSG00000146250,PRSS35
Q9UL54,ENSG00000149930,TAOK2
Q96DN6,ENSG00000166987,MBD6
P20036,ENSG00000224103,HLA-DPA1
Q8IUB2,ENSG00000124116,WFDC3
P34741,ENSG00000169439,SDC2
A6NH00,ENSG00000177462,OR2T8
Q14469,ENSG00000114315,HES1
O95248,ENSG00000100241,SBF1
Q86WS5,ENSG00000186452,TMPRSS12
A6NLJ0,ENSG00000205502,C2CD4B
Q9Y6Q1,ENSG00000077274,CAPN6
Q14558,ENSG00000161542,PRPSAP1
Q96CH1,ENSG00000164849,GPR146
Q96LL9,ENSG00000176410,DNAJC30
Q8IUH8,ENSG00000185294,SPPL2C
P78345,ENSG00000152464,RPP38
P20023,ENSG00000117322,CR2
Q96DR7,ENSG00000114790,ARHGEF26
Q9NS68,ENSG00000127863,TNFRSF19
Q8N0Y7,ENSG00000226784,PGAM4
Q5QGT7,ENSG00000198471,RTP2
O75436,ENSG00000122958,VPS26A
P31269,ENSG00000078399,HOXA9
Q15485,ENSG00000160339,FCN2
P08910,ENSG00000140526,ABHD2
P78552,ENSG00000131724,IL13RA1
Q8IWL8,ENSG00000256762,STH
Q9H7M6,ENSG00000132003,ZSWIM4
O75800,ENSG00000004838,ZMYND10
Q6AWC2,ENSG00000151718,WWC2
Q03923,ENSG00000105750,ZNF85
Q6ZN44,ENSG00000113763,UNC5A
Q96MC4,ENSG00000178404,CEP295NL
Q8NGB8,ENSG00000182854,OR4F15
Q9Y320,ENSG00000213593,TMX2
Q5VYK3,ENSG00000136813,KIAA0368
Q9BRJ7,ENSG00000168101,NUDT16L1
Q9ULZ3,ENSG00000103490,PYCARD
Q96CQ1,ENSG00000114120,SLC25A36
Q8WTP8,ENSG00000181026,AEN
Q7Z3E1,ENSG00000163659,TIPARP
P31146,ENSG00000102879,CORO1A
O00264,ENSG00000101856,PGRMC1
Q538Z0,ENSG00000267697,LUZP6
P43378,ENSG00000169410,PTPN9
Q99962,ENSG00000107295,SH3GL2
Q9BX74,ENSG00000162604,TM2D1
B3EWG4,ENSG00000276430,FAM25C
B3EWG5,ENSG00000276430,FAM25C
Q9H4M3,ENSG00000132879,FBXO44
Q8TCP9,ENSG00000221909,FAM200A
Q9BW83,ENSG00000100360,IFT27
O15260,ENSG00000148248,SURF4
Q12979,ENSG00000278741,ABR
Q9Y2U8,ENSG00000174106,LEMD3
P67809,ENSG00000065978,YBX1
Q8IXM3,ENSG00000182154,MRPL41
Q96N77,ENSG00000167528,ZNF641
O43150,ENSG00000151693,ASAP2
P63165,ENSG00000116030,SUMO1
A2RU49,ENSG00000188266,HYKK
Q9UJH8,ENSG00000103260,METRN
Q16584,ENSG00000173327,MAP3K11
Q8TDY2,ENSG00000023287,RB1CC1
Q9ULX6,ENSG00000011243,AKAP8L
O95394,ENSG00000013375,PGM3
Q7LGA3,ENSG00000153936,HS2ST1
Q9P0Z9,ENSG00000179761,PIPOX
Q9NS98,ENSG00000010319,SEMA3G
Q8N5G0,ENSG00000250317,SMIM20
P42263,ENSG00000125675,GRIA3
P62140,ENSG00000213639,PPP1CB
Q71RG4,ENSG00000168591,TMUB2
O15530,ENSG00000140992,PDPK1
Q9Y3E2,ENSG00000178096,BOLA1
P11230,ENSG00000170175,CHRNB1
Q8N4W6,ENSG00000178401,DNAJC22
A6XGL0,ENSG00000250067,YJEFN3
Q96RT1,ENSG00000112851,ERBIN
Q9BY32,ENSG00000125877,ITPA
Q6P4D5,ENSG00000156500,FAM122C
P0CG36,ENSG00000152093,CFC1B
P23458,ENSG00000162434,JAK1
Q14209,ENSG00000007968,E2F2
A6NGE4,ENSG00000226372,DCAF8L1
Q969V1,ENSG00000152034,MCHR2
Q6ZUX7,ENSG00000145685,LHFPL2
O94941,ENSG00000185019,UBOX5
A6NFC5,ENSG00000204278,TMEM235
Q9Y6H6,ENSG00000175538,KCNE3
Q9BWC9,ENSG00000173581,CCDC106
Q9NYW3,ENSG00000121377,TAS2R7
P55209,ENSG00000187109,NAP1L1
Q9H5J8,ENSG00000166012,TAF1D
Q05923,ENSG00000158050,DUSP2
Q9H3S1,ENSG00000196189,SEMA4A
P10323,ENSG00000100312,ACR
Q96EK2,ENSG00000056487,PHF21B
P61968,ENSG00000143013,LMO4
P61371,ENSG00000016082,ISL1
Q9BUX1,ENSG00000128965,CHAC1
Q7Z7G2,ENSG00000166569,CPLX4
Q5BKX8,ENSG00000170681,MURC
Q06187,ENSG00000010671,BTK
Q9UHY7,ENSG00000145293,ENOPH1
Q8N1W1,ENSG00000214944,ARHGEF28
P04921,ENSG00000136732,GYPC
Q14451,ENSG00000141738,GRB7
Q9NZR2,ENSG00000168702,LRP1B
P52797,ENSG00000143590,EFNA3
Q9UBS5,ENSG00000232632,GABBR1
Q4KMG9,ENSG00000165685,TMEM52B
Q96RL1,ENSG00000087206,UIMC1
Q15077,ENSG00000171631,P2RY6
P40938,ENSG00000133119,RFC3
P55008,ENSG00000235985,AIF1
Q8N4P3,ENSG00000184508,HDDC3
Q16821,ENSG00000154415,PPP1R3A
Q9UQE7,ENSG00000108055,SMC3
Q8N2A8,ENSG00000179598,PLD6
P14649,ENSG00000196465,MYL6B
P03952,ENSG00000164344,KLKB1
Q9P2G1,ENSG00000001629,ANKIB1
P0DMV9,ENSG00000212866,HSPA1B
O15040,ENSG00000196663,TECPR2
Q86TI4,ENSG00000187260,WDR86
Q13651,ENSG00000110324,IL10RA
Q96A35,ENSG00000143314,MRPL24
P20749,ENSG00000069399,BCL3
Q86TI0,ENSG00000065882,TBC1D1
Q8WXI4,ENSG00000162390,ACOT11
Q5VUY0,ENSG00000188984,AADACL3
O94887,ENSG00000006607,FARP2
O75593,ENSG00000160973,FOXH1
P63000,ENSG00000136238,RAC1
O00168,ENSG00000266964,FXYD1
Q6MZW2,ENSG00000053108,FSTL4
Q9NU63,ENSG00000204644,ZFP57
Q8WW43,ENSG00000138613,APH1B
Q9BXY8,ENSG00000133134,BEX2
Q5TGP6,ENSG00000117501,MROH9
B3GLJ2,ENSG00000236027,PATE3
Q8WYH8,ENSG00000168395,ING5
Q9BY27,ENSG00000128185,DGCR6L
Q6ZU65,ENSG00000157741,UBN2
P09110,ENSG00000060971,ACAA1
Q6GMV3,ENSG00000184924,PTRHD1
Q96L33,ENSG00000104140,RHOV
P52209,ENSG00000142657,PGD
Q9NRC9,ENSG00000125879,OTOR
Q93063,ENSG00000151348,EXT2
Q8TDV0,ENSG00000173250,GPR151
Q6NUN7,ENSG00000109944,C11orf63
O94864,ENSG00000119760,SUPT7L
P25685,ENSG00000132002,DNAJB1
Q9H4B6,ENSG00000151748,SAV1
Q8N7C0,ENSG00000162763,LRRC52
Q53S99,ENSG00000042304,C2orf83
Q9Y2D5,ENSG00000241978,AKAP2
Q13304,ENSG00000144230,GPR17
Q14681,ENSG00000180901,KCTD2
Q8NEB9,ENSG00000078142,PIK3C3
Q13535,ENSG00000175054,ATR
Q8N682,ENSG00000136048,DRAM1
Q9NRN7,ENSG00000149313,AASDHPPT
P14778,ENSG00000115594,IL1R1
O76021,ENSG00000171490,RSL1D1
Q7Z6K5,ENSG00000242498,ARPIN
Q96JN8,ENSG00000215041,NEURL4
Q86VY9,ENSG00000164484,TMEM200A
P54219,ENSG00000036565,SLC18A1
Q3ZCW2,ENSG00000119862,LGALSL
Q5T215,ENSG00000173626,TRAPPC3L
Q8TDY3,ENSG00000169717,ACTRT2
Q9NPD7,ENSG00000124785,NRN1
P13591,ENSG00000149294,NCAM1
Q96PV6,ENSG00000274305,LENG8
Q9BZA8,ENSG00000099715,PCDH11Y
A7MCY6,ENSG00000198933,TBKBP1
Q96BM1,ENSG00000156381,ANKRD9
Q9BYN7,ENSG00000131061,ZNF341
Q8TB92,ENSG00000146151,HMGCLL1
Q00059,ENSG00000108064,TFAM
Q8NEG4,ENSG00000133477,FAM83F
P53609,ENSG00000164219,PGGT1B
Q8NHW4,ENSG00000276070,CCL4L2
P55774,ENSG00000278006,CCL18
Q9P0V9,ENSG00000186522,Sep-10
Q6AZY7,ENSG00000168077,SCARA3
A2RU30,ENSG00000135426,TESPA1
P04745,ENSG00000174876,AMY1B
Q9HCS4,ENSG00000152284,TCF7L1
Q96M27,ENSG00000164244,PRRC1
Q64LD2,ENSG00000176473,WDR25
P08123,ENSG00000164692,COL1A2
O60493,ENSG00000112335,SNX3
Q13200,ENSG00000175166,PSMD2
Q96AQ7,ENSG00000187288,CIDEC
P01780,ENSG00000282211,IGHV3-7
Q9NS23,ENSG00000068028,RASSF1
Q7Z333,ENSG00000107290,SETX
F8VTS6,ENSG00000229292,RFPL4AL1
Q9Y508,ENSG00000124226,RNF114
Q05215,ENSG00000135625,EGR4
O94898,ENSG00000198799,LRIG2
Q9Y3N9,ENSG00000229328,OR2W1
Q9UKT9,ENSG00000161405,IKZF3
Q8N4V2,ENSG00000166111,SVOP
Q14141,ENSG00000125354,Sep-06
P01130,ENSG00000130164,LDLR
Q13506,ENSG00000138386,NAB1
Q9HBH0,ENSG00000139725,RHOF
P27695,ENSG00000100823,APEX1
Q53G44,ENSG00000137959,IFI44L
P0DJH9,ENSG00000227729,RD3L
